"TreeID","Year","first_stage2_date","April_Days","Air_Temp","Air_Temp_Max","Air_Temp_Min","Grass_Temp","Rain_mm_Tot"
1067,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1067,2021,2021-05-03,32,6.7,13.3,0.1,14.4,0.4
1067,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
1067,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
1067,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
1068,2009,2009-04-21,20,NA,NA,NA,NA,NA
1068,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1068,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
1069,2009,2009-04-09,8,NA,NA,NA,NA,NA
1069,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
1069,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
1070,2009,2009-04-09,8,NA,NA,NA,NA,NA
1070,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
1070,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
1070,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
1070,2017,2017-04-13,12,10,14.4,2.2,25.3,0.1
1070,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1070,2021,2021-04-27,26,6.7,13.3,0.1,14.4,0.4
1070,2022,2022-04-11,10,8.9,15.4,3.2,12.3,0.7
1070,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
1070,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
1071,2009,2009-04-21,20,NA,NA,NA,NA,NA
1071,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1071,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1072,2009,2009-04-23,22,NA,NA,NA,NA,NA
1072,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1072,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
1073,2009,2009-04-19,18,NA,NA,NA,NA,NA
1073,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1073,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
1073,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
1074,2009,2009-04-05,4,NA,NA,NA,NA,NA
1074,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
1074,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
1074,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
1074,2017,2017-04-13,12,10,14.4,2.2,25.3,0.1
1074,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1074,2021,2021-04-27,26,6.7,13.3,0.1,14.4,0.4
1074,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
1074,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
1074,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
1075,2009,2009-04-15,14,NA,NA,NA,NA,NA
1075,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1075,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1075,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
1076,2009,2009-04-19,18,NA,NA,NA,NA,NA
1076,2011,2011-04-15,14,12.4,18.1,4.8,23.9,0
1076,2013,2013-05-08,37,8,12.1,2.4,21.8,1.4
1077,2009,2009-04-13,12,NA,NA,NA,NA,NA
1077,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1077,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1078,2009,2009-04-19,18,NA,NA,NA,NA,NA
1078,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1078,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1079,2009,2009-04-13,12,NA,NA,NA,NA,NA
1079,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1079,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1080,2009,2009-04-09,8,NA,NA,NA,NA,NA
1080,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1080,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1081,2009,2009-04-03,2,NA,NA,NA,NA,NA
1081,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1081,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1082,2009,2009-04-19,18,NA,NA,NA,NA,NA
1082,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1082,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
1083,2009,2009-04-17,16,NA,NA,NA,NA,NA
1083,2010,2010-04-27,26,9.7,14.1,1.7,26.2,0.7
1083,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1083,2012,2012-04-30,29,8.1,11.7,2.4,23.8,4
1083,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1083,2015,2015-04-18,17,9.9,15.2,2.6,26.6,0.7
1083,2016,2016-04-18,17,8.7,12.4,2.5,22.5,1.4
1083,2017,2017-04-10,9,10,14.4,2.2,25.3,0.1
1083,2018,2018-04-23,22,11.3,15.1,6.7,19,2.9
1083,2021,2021-05-26,55,6.7,13.3,0.1,14.4,0.4
1083,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
1083,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
1083,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
1084,2009,2009-04-11,10,NA,NA,NA,NA,NA
1084,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1084,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1085,2009,2009-04-09,8,NA,NA,NA,NA,NA
1085,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1085,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1086,2009,2009-04-09,8,NA,NA,NA,NA,NA
1086,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1086,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1087,2009,2009-04-11,10,NA,NA,NA,NA,NA
1087,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1087,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1088,2009,2009-04-11,10,NA,NA,NA,NA,NA
1088,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1088,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1088,2022,2022-06-06,66,8.9,15.4,3.2,12.3,0.7
1089,2009,2009-04-21,20,NA,NA,NA,NA,NA
1089,2011,2011-04-27,26,12.4,18.1,4.8,23.9,0
1089,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1090,2009,2009-04-19,18,NA,NA,NA,NA,NA
1090,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1090,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1091,2009,2009-04-25,24,NA,NA,NA,NA,NA
1091,2010,2010-04-29,28,9.7,14.1,1.7,26.2,0.7
1091,2011,2011-04-19,18,12.4,18.1,4.8,23.9,0
1091,2015,2015-04-26,25,9.9,15.2,2.6,26.6,0.7
1092,2009,2009-04-19,18,NA,NA,NA,NA,NA
1092,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1092,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1093,2010,2010-04-28,27,9.7,14.1,1.7,26.2,0.7
1093,2012,2012-04-10,9,8.1,11.7,2.4,23.8,4
1093,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1093,2015,2015-04-16,15,9.9,15.2,2.6,26.6,0.7
1093,2016,2016-04-16,15,8.7,12.4,2.5,22.5,1.4
1093,2017,2017-04-10,9,10,14.4,2.2,25.3,0.1
1093,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
1093,2021,2021-04-29,28,6.7,13.3,0.1,14.4,0.4
1093,2022,2022-04-19,18,8.9,15.4,3.2,12.3,0.7
1093,2023,2023-04-27,26,8.8,13.3,2.9,18.2,2.9
1093,2024,2024-04-08,7,9.7,13.8,5.6,17.4,1.8
1094,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1094,2012,2012-04-22,21,8.1,11.7,2.4,23.8,4
1094,2016,2016-04-27,26,8.7,12.4,2.5,22.5,1.4
1094,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
1094,2022,2022-04-12,11,8.9,15.4,3.2,12.3,0.7
1094,2024,2024-04-08,7,9.7,13.8,5.6,17.4,1.8
1095,2010,2010-04-28,27,9.7,14.1,1.7,26.2,0.7
1095,2012,2012-04-22,21,8.1,11.7,2.4,23.8,4
1096,2010,2010-04-28,27,9.7,14.1,1.7,26.2,0.7
1096,2012,2012-04-22,21,8.1,11.7,2.4,23.8,4
1096,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
1096,2015,2015-04-21,20,9.9,15.2,2.6,26.6,0.7
1096,2016,2016-04-19,18,8.7,12.4,2.5,22.5,1.4
1096,2017,2017-04-10,9,10,14.4,2.2,25.3,0.1
1096,2018,2018-04-23,22,11.3,15.1,6.7,19,2.9
1096,2021,2021-05-06,35,6.7,13.3,0.1,14.4,0.4
1096,2022,2022-06-06,66,8.9,15.4,3.2,12.3,0.7
1096,2023,2023-04-27,26,8.8,13.3,2.9,18.2,2.9
1096,2024,2024-04-08,7,9.7,13.8,5.6,17.4,1.8
1097,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
1097,2012,2012-04-22,21,8.1,11.7,2.4,23.8,4
1097,2016,2016-05-01,30,8.7,12.4,2.5,22.5,1.4
1097,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
1097,2022,2022-04-19,18,8.9,15.4,3.2,12.3,0.7
1098,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1098,2012,2012-05-02,31,8.1,11.7,2.4,23.8,4
1099,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1099,2012,2012-04-10,9,8.1,11.7,2.4,23.8,4
1099,2016,2016-04-27,26,8.7,12.4,2.5,22.5,1.4
1099,2018,2018-04-23,22,11.3,15.1,6.7,19,2.9
1099,2022,2022-04-05,4,8.9,15.4,3.2,12.3,0.7
1099,2024,2024-04-29,28,9.7,13.8,5.6,17.4,1.8
1100,2010,2010-04-18,17,9.7,14.1,1.7,26.2,0.7
1100,2012,2012-03-28,-4,8.1,11.7,2.4,23.8,4
1100,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1100,2015,2015-04-17,16,9.9,15.2,2.6,26.6,0.7
1100,2016,2016-04-19,18,8.7,12.4,2.5,22.5,1.4
1100,2017,2017-04-07,6,10,14.4,2.2,25.3,0.1
1100,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
1100,2021,2021-04-29,28,6.7,13.3,0.1,14.4,0.4
1100,2022,2022-04-05,4,8.9,15.4,3.2,12.3,0.7
1100,2023,2023-04-19,18,8.8,13.3,2.9,18.2,2.9
1100,2024,2024-04-29,28,9.7,13.8,5.6,17.4,1.8
1101,2010,2010-04-14,13,9.7,14.1,1.7,26.2,0.7
1101,2012,2012-03-28,-4,8.1,11.7,2.4,23.8,4
1101,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
1101,2015,2015-04-14,13,9.9,15.2,2.6,26.6,0.7
1101,2016,2016-04-16,15,8.7,12.4,2.5,22.5,1.4
1101,2017,2017-04-07,6,10,14.4,2.2,25.3,0.1
1101,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
1101,2021,2021-04-19,18,6.7,13.3,0.1,14.4,0.4
1101,2022,2022-04-05,4,8.9,15.4,3.2,12.3,0.7
1101,2023,2023-04-19,18,8.8,13.3,2.9,18.2,2.9
1101,2024,2024-04-08,7,9.7,13.8,5.6,17.4,1.8
1102,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1102,2012,2012-03-30,-2,8.1,11.7,2.4,23.8,4
1102,2016,2016-04-27,26,8.7,12.4,2.5,22.5,1.4
1102,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
1102,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
1103,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1103,2012,2012-04-30,29,8.1,11.7,2.4,23.8,4
1104,2010,2010-04-16,15,9.7,14.1,1.7,26.2,0.7
1104,2012,2012-03-28,-4,8.1,11.7,2.4,23.8,4
1104,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
1104,2015,2015-04-17,16,9.9,15.2,2.6,26.6,0.7
1104,2016,2016-04-16,15,8.7,12.4,2.5,22.5,1.4
1104,2017,2017-04-07,6,10,14.4,2.2,25.3,0.1
1104,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
1104,2022,2022-04-12,11,8.9,15.4,3.2,12.3,0.7
1104,2023,2023-04-19,18,8.8,13.3,2.9,18.2,2.9
1104,2024,2024-04-16,15,9.7,13.8,5.6,17.4,1.8
1105,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1105,2012,2012-03-28,-4,8.1,11.7,2.4,23.8,4
1105,2024,2024-04-29,28,9.7,13.8,5.6,17.4,1.8
1106,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
1106,2012,2012-04-02,1,8.1,11.7,2.4,23.8,4
1107,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1107,2012,2012-04-12,11,8.1,11.7,2.4,23.8,4
1107,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
1108,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1108,2012,2012-04-20,19,8.1,11.7,2.4,23.8,4
1108,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
1108,2016,2016-04-27,26,8.7,12.4,2.5,22.5,1.4
1109,2010,2010-04-28,27,9.7,14.1,1.7,26.2,0.7
1109,2012,2012-05-02,31,8.1,11.7,2.4,23.8,4
1110,2010,2010-04-18,17,9.7,14.1,1.7,26.2,0.7
1110,2012,2012-04-06,5,8.1,11.7,2.4,23.8,4
1111,2010,2010-04-18,17,9.7,14.1,1.7,26.2,0.7
1111,2012,2012-04-16,15,8.1,11.7,2.4,23.8,4
1112,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
1112,2012,2012-05-08,37,8.1,11.7,2.4,23.8,4
1113,2010,2010-05-14,43,9.7,14.1,1.7,26.2,0.7
1113,2012,2012-05-16,45,8.1,11.7,2.4,23.8,4
1114,2010,2010-04-18,17,9.7,14.1,1.7,26.2,0.7
1114,2012,2012-04-02,1,8.1,11.7,2.4,23.8,4
1114,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
1114,2016,2016-04-27,26,8.7,12.4,2.5,22.5,1.4
1114,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
1114,2022,2022-04-07,6,8.9,15.4,3.2,12.3,0.7
1114,2024,2024-04-08,7,9.7,13.8,5.6,17.4,1.8
1115,2010,2010-04-18,17,9.7,14.1,1.7,26.2,0.7
1115,2012,2012-03-30,-2,8.1,11.7,2.4,23.8,4
1115,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
1115,2016,2016-04-27,26,8.7,12.4,2.5,22.5,1.4
1115,2017,2017-04-17,16,10,14.4,2.2,25.3,0.1
1115,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
1115,2021,2021-04-13,12,6.7,13.3,0.1,14.4,0.4
1115,2022,2022-04-07,6,8.9,15.4,3.2,12.3,0.7
1115,2023,2023-04-19,18,8.8,13.3,2.9,18.2,2.9
1115,2024,2024-04-08,7,9.7,13.8,5.6,17.4,1.8
1116,2012,2012-05-06,35,8.1,11.7,2.4,23.8,4
1117,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
1118,2012,2012-04-01,0,8.1,11.7,2.4,23.8,4
1119,2012,2012-04-15,14,8.1,11.7,2.4,23.8,4
1120,2012,2012-04-21,20,8.1,11.7,2.4,23.8,4
1121,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
1122,2009,2009-04-19,18,NA,NA,NA,NA,NA
1122,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1122,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
1122,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1122,2022,2022-04-04,3,8.9,15.4,3.2,12.3,0.7
1122,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
1122,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
1123,2009,2009-04-07,6,NA,NA,NA,NA,NA
1123,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1123,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
1123,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1123,2022,2022-04-11,10,8.9,15.4,3.2,12.3,0.7
1123,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
1124,2009,2009-04-07,6,NA,NA,NA,NA,NA
1124,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1124,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
1124,2024,2024-04-18,17,9.7,13.8,5.6,17.4,1.8
1125,2009,2009-04-13,12,NA,NA,NA,NA,NA
1125,2010,2010-04-29,28,9.7,14.1,1.7,26.2,0.7
1125,2011,2011-04-17,16,12.4,18.1,4.8,23.9,0
1125,2012,2012-04-10,9,8.1,11.7,2.4,23.8,4
1125,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1125,2015,2015-04-24,23,9.9,15.2,2.6,26.6,0.7
1125,2016,2016-04-17,16,8.7,12.4,2.5,22.5,1.4
1125,2017,2017-04-11,10,10,14.4,2.2,25.3,0.1
1125,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1125,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
1125,2023,2023-05-17,46,8.8,13.3,2.9,18.2,2.9
1125,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
1126,2009,2009-04-13,12,NA,NA,NA,NA,NA
1126,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1126,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1126,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1126,2021,2021-04-27,26,6.7,13.3,0.1,14.4,0.4
1126,2022,2022-04-11,10,8.9,15.4,3.2,12.3,0.7
1126,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
1126,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
1127,2009,2009-04-11,10,NA,NA,NA,NA,NA
1127,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1127,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
1128,2009,2009-04-15,14,NA,NA,NA,NA,NA
1128,2010,2010-04-25,24,9.7,14.1,1.7,26.2,0.7
1128,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1128,2012,2012-04-22,21,8.1,11.7,2.4,23.8,4
1128,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
1128,2015,2015-04-18,17,9.9,15.2,2.6,26.6,0.7
1128,2016,2016-04-17,16,8.7,12.4,2.5,22.5,1.4
1128,2017,2017-04-10,9,10,14.4,2.2,25.3,0.1
1128,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1129,2009,2009-04-15,14,NA,NA,NA,NA,NA
1129,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
1129,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1130,2009,2009-04-17,16,NA,NA,NA,NA,NA
1130,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1130,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1131,2009,2009-04-17,16,NA,NA,NA,NA,NA
1131,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1131,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1131,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
1132,2009,2009-04-17,16,NA,NA,NA,NA,NA
1132,2011,2011-04-17,16,12.4,18.1,4.8,23.9,0
1132,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
1133,2009,2009-04-21,20,NA,NA,NA,NA,NA
1133,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1133,2013,2013-05-08,37,8,12.1,2.4,21.8,1.4
1134,2009,2009-04-23,22,NA,NA,NA,NA,NA
1134,2010,2010-04-29,28,9.7,14.1,1.7,26.2,0.7
1134,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1134,2012,2012-04-30,29,8.1,11.7,2.4,23.8,4
1134,2013,2013-05-08,37,8,12.1,2.4,21.8,1.4
1134,2015,2015-04-24,23,9.9,15.2,2.6,26.6,0.7
1134,2016,2016-05-07,36,8.7,12.4,2.5,22.5,1.4
1134,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
1134,2018,2018-04-23,22,11.3,15.1,6.7,19,2.9
1134,2022,2022-04-28,27,8.9,15.4,3.2,12.3,0.7
1134,2023,2023-05-17,46,8.8,13.3,2.9,18.2,2.9
1135,2009,2009-04-19,18,NA,NA,NA,NA,NA
1135,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
1135,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1135,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
1135,2023,2023-05-17,46,8.8,13.3,2.9,18.2,2.9
1136,2009,2009-04-13,12,NA,NA,NA,NA,NA
1136,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
1136,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1136,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
1137,2009,2009-04-19,18,NA,NA,NA,NA,NA
1137,2010,2010-04-27,26,9.7,14.1,1.7,26.2,0.7
1137,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1137,2012,2012-04-20,19,8.1,11.7,2.4,23.8,4
1137,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
1137,2015,2015-04-18,17,9.9,15.2,2.6,26.6,0.7
1137,2016,2016-04-18,17,8.7,12.4,2.5,22.5,1.4
1137,2017,2017-04-13,12,10,14.4,2.2,25.3,0.1
1137,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1137,2021,2021-05-26,55,6.7,13.3,0.1,14.4,0.4
1137,2022,2022-04-11,10,8.9,15.4,3.2,12.3,0.7
1137,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
1138,2009,2009-04-19,18,NA,NA,NA,NA,NA
1138,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1138,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1139,2009,2009-04-13,12,NA,NA,NA,NA,NA
1139,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
1139,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
1139,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
1139,2017,2017-04-13,12,10,14.4,2.2,25.3,0.1
1139,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1139,2021,2021-05-03,32,6.7,13.3,0.1,14.4,0.4
1139,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
1139,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
1141,2009,2009-04-13,12,NA,NA,NA,NA,NA
1141,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1141,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
1142,2009,2009-04-13,12,NA,NA,NA,NA,NA
1142,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1142,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1143,2009,2009-04-09,8,NA,NA,NA,NA,NA
1143,2010,2010-04-21,20,9.7,14.1,1.7,26.2,0.7
1143,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
1143,2012,2012-04-10,9,8.1,11.7,2.4,23.8,4
1143,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
1143,2015,2015-04-13,12,9.9,15.2,2.6,26.6,0.7
1143,2016,2016-04-17,16,8.7,12.4,2.5,22.5,1.4
1143,2017,2017-04-10,9,10,14.4,2.2,25.3,0.1
1143,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1143,2021,2021-04-27,26,6.7,13.3,0.1,14.4,0.4
1143,2022,2022-04-07,6,8.9,15.4,3.2,12.3,0.7
1143,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
1143,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
1144,2009,2009-04-11,10,NA,NA,NA,NA,NA
1144,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
1144,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
1144,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
1144,2017,2017-04-13,12,10,14.4,2.2,25.3,0.1
1144,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
1144,2021,2021-05-26,55,6.7,13.3,0.1,14.4,0.4
1144,2022,2022-04-11,10,8.9,15.4,3.2,12.3,0.7
1144,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
1144,2024,2024-04-18,17,9.7,13.8,5.6,17.4,1.8
1145,2012,2012-04-21,20,8.1,11.7,2.4,23.8,4
1146,2012,2012-04-01,0,8.1,11.7,2.4,23.8,4
1147,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
1148,2012,2012-04-21,20,8.1,11.7,2.4,23.8,4
1150,2010,2010-05-04,33,9.7,14.1,1.7,26.2,0.7
1150,2012,2012-05-05,34,8.1,11.7,2.4,23.8,4
1150,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
1151,2010,2010-04-24,23,9.7,14.1,1.7,26.2,0.7
1151,2012,2012-04-13,12,8.1,11.7,2.4,23.8,4
1151,2018,2018-04-14,13,11.3,15.1,6.7,19,2.9
1151,2022,2022-04-05,4,8.9,15.4,3.2,12.3,0.7
1151,2024,2024-04-08,7,9.7,13.8,5.6,17.4,1.8
1152,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1152,2012,2012-04-13,12,8.1,11.7,2.4,23.8,4
1152,2018,2018-04-17,16,11.3,15.1,6.7,19,2.9
1153,2010,2010-04-18,17,9.7,14.1,1.7,26.2,0.7
1153,2012,2012-04-09,8,8.1,11.7,2.4,23.8,4
1154,2010,2010-04-28,27,9.7,14.1,1.7,26.2,0.7
1154,2012,2012-04-13,12,8.1,11.7,2.4,23.8,4
1154,2016,2016-04-27,26,8.7,12.4,2.5,22.5,1.4
1154,2018,2018-04-17,16,11.3,15.1,6.7,19,2.9
1154,2022,2022-04-08,7,8.9,15.4,3.2,12.3,0.7
1154,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
1154,2024,2024-04-16,15,9.7,13.8,5.6,17.4,1.8
1155,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1155,2012,2012-04-03,2,8.1,11.7,2.4,23.8,4
1156,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1156,2012,2012-04-09,8,8.1,11.7,2.4,23.8,4
1157,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
1157,2012,2012-04-21,20,8.1,11.7,2.4,23.8,4
1158,2010,2010-05-06,35,9.7,14.1,1.7,26.2,0.7
1158,2012,2012-05-07,36,8.1,11.7,2.4,23.8,4
1158,2016,2016-05-05,34,8.7,12.4,2.5,22.5,1.4
1158,2018,2018-04-17,16,11.3,15.1,6.7,19,2.9
1158,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
1158,2024,2024-04-22,21,9.7,13.8,5.6,17.4,1.8
1159,2010,2010-04-16,15,9.7,14.1,1.7,26.2,0.7
1159,2012,2012-04-03,2,8.1,11.7,2.4,23.8,4
1159,2016,2016-04-27,26,8.7,12.4,2.5,22.5,1.4
1159,2018,2018-04-14,13,11.3,15.1,6.7,19,2.9
1160,2010,2010-04-14,13,9.7,14.1,1.7,26.2,0.7
1160,2012,2012-04-07,6,8.1,11.7,2.4,23.8,4
