"TreeID","Year","first_stage2_date","April_Days","Air_Temp","Air_Temp_Max","Air_Temp_Min","Grass_Temp","Rain_mm_Tot"
291,2012,2012-04-20,19,8.1,11.7,2.4,23.8,4
292,2007,2007-04-20,19,NA,NA,NA,NA,NA
292,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
292,2012,2012-04-26,25,8.1,11.7,2.4,23.8,4
293,2007,2007-04-12,11,NA,NA,NA,NA,NA
293,2010,2010-04-28,27,9.7,14.1,1.7,26.2,0.7
293,2012,2012-04-24,23,8.1,11.7,2.4,23.8,4
294,2007,2007-04-14,13,NA,NA,NA,NA,NA
294,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
294,2012,2012-04-20,19,8.1,11.7,2.4,23.8,4
294,2022,2022-04-19,18,8.9,15.4,3.2,12.3,0.7
294,2024,2024-04-15,14,9.7,13.8,5.6,17.4,1.8
295,2007,2007-04-14,13,NA,NA,NA,NA,NA
295,2010,2010-04-30,29,9.7,14.1,1.7,26.2,0.7
295,2012,2012-05-08,37,8.1,11.7,2.4,23.8,4
296,2007,2007-04-18,17,NA,NA,NA,NA,NA
296,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
296,2012,2012-04-24,23,8.1,11.7,2.4,23.8,4
297,2007,2007-04-10,9,NA,NA,NA,NA,NA
297,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
297,2012,2012-04-16,15,8.1,11.7,2.4,23.8,4
298,2007,2007-04-10,9,NA,NA,NA,NA,NA
298,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
298,2012,2012-04-22,21,8.1,11.7,2.4,23.8,4
299,2007,2007-04-06,5,NA,NA,NA,NA,NA
299,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
299,2012,2012-04-26,25,8.1,11.7,2.4,23.8,4
300,2007,2007-04-16,15,NA,NA,NA,NA,NA
300,2008,2008-05-03,32,NA,NA,NA,NA,NA
300,2009,2009-04-22,21,NA,NA,NA,NA,NA
300,2010,2010-04-28,27,9.7,14.1,1.7,26.2,0.7
300,2012,2012-04-26,25,8.1,11.7,2.4,23.8,4
300,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
300,2015,2015-04-28,27,9.9,15.2,2.6,26.6,0.7
300,2016,2016-05-04,33,8.7,12.4,2.5,22.5,1.4
300,2017,2017-04-23,22,10,14.4,2.2,25.3,0.1
300,2018,2018-04-22,21,11.3,15.1,6.7,19,2.9
300,2021,2021-05-06,35,6.7,13.3,0.1,14.4,0.4
300,2022,2022-04-26,25,8.9,15.4,3.2,12.3,0.7
301,2007,2007-04-18,17,NA,NA,NA,NA,NA
301,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
301,2012,2012-04-26,25,8.1,11.7,2.4,23.8,4
302,2007,2007-04-26,25,NA,NA,NA,NA,NA
302,2008,2008-05-09,38,NA,NA,NA,NA,NA
302,2009,2009-04-26,25,NA,NA,NA,NA,NA
302,2010,2010-04-30,29,9.7,14.1,1.7,26.2,0.7
302,2013,2013-05-09,38,8,12.1,2.4,21.8,1.4
302,2015,2015-04-15,14,9.9,15.2,2.6,26.6,0.7
302,2016,2016-05-07,36,8.7,12.4,2.5,22.5,1.4
302,2017,2017-04-23,22,10,14.4,2.2,25.3,0.1
302,2018,2018-04-22,21,11.3,15.1,6.7,19,2.9
302,2021,2021-06-09,69,6.7,13.3,0.1,14.4,0.4
302,2022,2022-04-26,25,8.9,15.4,3.2,12.3,0.7
302,2024,2024-05-02,31,9.7,13.8,5.6,17.4,1.8
303,2007,2007-04-14,13,NA,NA,NA,NA,NA
303,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
303,2012,2012-04-20,19,8.1,11.7,2.4,23.8,4
303,2024,2024-05-02,31,9.7,13.8,5.6,17.4,1.8
304,2007,2007-04-08,7,NA,NA,NA,NA,NA
304,2008,2008-04-21,20,NA,NA,NA,NA,NA
304,2009,2009-04-08,7,NA,NA,NA,NA,NA
304,2010,2010-04-18,17,9.7,14.1,1.7,26.2,0.7
304,2012,2012-04-10,9,8.1,11.7,2.4,23.8,4
304,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
304,2015,2015-04-15,14,9.9,15.2,2.6,26.6,0.7
304,2016,2016-04-17,16,8.7,12.4,2.5,22.5,1.4
304,2017,2017-04-07,6,10,14.4,2.2,25.3,0.1
304,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
304,2021,2021-04-17,16,6.7,13.3,0.1,14.4,0.4
304,2022,2022-04-08,7,8.9,15.4,3.2,12.3,0.7
304,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
304,2024,2024-04-05,4,9.7,13.8,5.6,17.4,1.8
305,2007,2007-04-20,19,NA,NA,NA,NA,NA
305,2008,2008-04-29,28,NA,NA,NA,NA,NA
305,2009,2009-04-26,25,NA,NA,NA,NA,NA
305,2010,2010-04-30,29,9.7,14.1,1.7,26.2,0.7
305,2012,2012-05-10,39,8.1,11.7,2.4,23.8,4
305,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
305,2015,2015-04-28,27,9.9,15.2,2.6,26.6,0.7
305,2016,2016-05-07,36,8.7,12.4,2.5,22.5,1.4
305,2017,2017-04-23,22,10,14.4,2.2,25.3,0.1
305,2018,2018-04-22,21,11.3,15.1,6.7,19,2.9
305,2021,2021-06-09,69,6.7,13.3,0.1,14.4,0.4
305,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
306,2007,2007-04-10,9,NA,NA,NA,NA,NA
306,2010,2010-04-18,17,9.7,14.1,1.7,26.2,0.7
306,2012,2012-04-16,15,8.1,11.7,2.4,23.8,4
307,2007,2007-04-10,9,NA,NA,NA,NA,NA
307,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
307,2012,2012-04-20,19,8.1,11.7,2.4,23.8,4
308,2007,2007-04-12,11,NA,NA,NA,NA,NA
308,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
308,2012,2012-04-14,13,8.1,11.7,2.4,23.8,4
308,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
308,2022,2022-04-08,7,8.9,15.4,3.2,12.3,0.7
308,2024,2024-04-15,14,9.7,13.8,5.6,17.4,1.8
309,2007,2007-04-10,9,NA,NA,NA,NA,NA
309,2010,2010-04-28,27,9.7,14.1,1.7,26.2,0.7
309,2012,2012-04-16,15,8.1,11.7,2.4,23.8,4
309,2017,2017-04-25,24,10,14.4,2.2,25.3,0.1
309,2018,2018-04-18,17,11.3,15.1,6.7,19,2.9
309,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
310,2007,2007-04-14,13,NA,NA,NA,NA,NA
310,2010,2010-04-30,29,9.7,14.1,1.7,26.2,0.7
310,2012,2012-05-02,31,8.1,11.7,2.4,23.8,4
311,2007,2007-04-10,9,NA,NA,NA,NA,NA
311,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
311,2012,2012-04-16,15,8.1,11.7,2.4,23.8,4
312,2007,2007-04-16,15,NA,NA,NA,NA,NA
312,2010,2010-04-28,27,9.7,14.1,1.7,26.2,0.7
312,2012,2012-05-04,33,8.1,11.7,2.4,23.8,4
313,2007,2007-04-16,15,NA,NA,NA,NA,NA
313,2010,2010-04-30,29,9.7,14.1,1.7,26.2,0.7
314,2007,2007-04-10,9,NA,NA,NA,NA,NA
314,2010,2010-04-24,23,9.7,14.1,1.7,26.2,0.7
314,2012,2012-04-18,17,8.1,11.7,2.4,23.8,4
315,2007,2007-04-08,7,NA,NA,NA,NA,NA
315,2010,2010-04-18,17,9.7,14.1,1.7,26.2,0.7
315,2012,2012-04-10,9,8.1,11.7,2.4,23.8,4
316,2007,2007-04-10,9,NA,NA,NA,NA,NA
316,2010,2010-04-22,21,9.7,14.1,1.7,26.2,0.7
316,2012,2012-04-10,9,8.1,11.7,2.4,23.8,4
317,2007,2007-04-16,15,NA,NA,NA,NA,NA
317,2010,2010-04-26,25,9.7,14.1,1.7,26.2,0.7
317,2012,2012-04-16,15,8.1,11.7,2.4,23.8,4
318,2007,2007-04-08,7,NA,NA,NA,NA,NA
318,2010,2010-04-24,23,9.7,14.1,1.7,26.2,0.7
318,2012,2012-04-22,21,8.1,11.7,2.4,23.8,4
320,2008,2008-04-22,21,NA,NA,NA,NA,NA
320,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
320,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
321,2008,2008-04-18,17,NA,NA,NA,NA,NA
321,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
321,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
321,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
321,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
321,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
321,2021,2021-05-03,32,6.7,13.3,0.1,14.4,0.4
321,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
321,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
322,2008,2008-04-26,25,NA,NA,NA,NA,NA
322,2009,2009-04-16,15,NA,NA,NA,NA,NA
322,2010,2010-04-23,22,9.7,14.1,1.7,26.2,0.7
322,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
322,2012,2012-04-22,21,8.1,11.7,2.4,23.8,4
322,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
322,2015,2015-04-20,19,9.9,15.2,2.6,26.6,0.7
322,2016,2016-04-22,21,8.7,12.4,2.5,22.5,1.4
322,2017,2017-04-10,9,10,14.4,2.2,25.3,0.1
322,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
322,2021,2021-05-26,55,6.7,13.3,0.1,14.4,0.4
322,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
322,2023,2023-04-28,27,8.8,13.3,2.9,18.2,2.9
322,2024,2024-04-10,9,9.7,13.8,5.6,17.4,1.8
323,2008,2008-04-28,27,NA,NA,NA,NA,NA
323,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
323,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
323,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
323,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
323,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
323,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
323,2023,2023-04-26,25,8.8,13.3,2.9,18.2,2.9
324,2008,2008-05-02,31,NA,NA,NA,NA,NA
324,2009,2009-04-18,17,NA,NA,NA,NA,NA
324,2010,2010-04-29,28,9.7,14.1,1.7,26.2,0.7
324,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
324,2012,2012-04-30,29,8.1,11.7,2.4,23.8,4
324,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
324,2015,2015-04-24,23,9.9,15.2,2.6,26.6,0.7
324,2016,2016-05-07,36,8.7,12.4,2.5,22.5,1.4
324,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
324,2018,2018-04-23,22,11.3,15.1,6.7,19,2.9
324,2021,2021-05-26,55,6.7,13.3,0.1,14.4,0.4
324,2022,2022-04-25,24,8.9,15.4,3.2,12.3,0.7
324,2024,2024-04-10,9,9.7,13.8,5.6,17.4,1.8
325,2008,2008-04-12,11,NA,NA,NA,NA,NA
325,2009,2009-04-14,13,NA,NA,NA,NA,NA
325,2010,2010-04-23,22,9.7,14.1,1.7,26.2,0.7
325,2011,2011-04-15,14,12.4,18.1,4.8,23.9,0
325,2012,2012-03-28,-4,8.1,11.7,2.4,23.8,4
325,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
325,2015,2015-04-18,17,9.9,15.2,2.6,26.6,0.7
325,2016,2016-04-16,15,8.7,12.4,2.5,22.5,1.4
325,2017,2017-04-07,6,10,14.4,2.2,25.3,0.1
325,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
325,2021,2021-05-03,32,6.7,13.3,0.1,14.4,0.4
325,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
325,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
326,2008,2008-04-30,29,NA,NA,NA,NA,NA
326,2009,2009-04-20,19,NA,NA,NA,NA,NA
326,2010,2010-04-27,26,9.7,14.1,1.7,26.2,0.7
326,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
326,2012,2012-04-20,19,8.1,11.7,2.4,23.8,4
326,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
326,2015,2015-04-22,21,9.9,15.2,2.6,26.6,0.7
326,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
326,2017,2017-04-13,12,10,14.4,2.2,25.3,0.1
326,2018,2018-04-23,22,11.3,15.1,6.7,19,2.9
326,2021,2021-05-26,55,6.7,13.3,0.1,14.4,0.4
326,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
326,2024,2024-04-10,9,9.7,13.8,5.6,17.4,1.8
327,2008,2008-04-24,23,NA,NA,NA,NA,NA
327,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
328,2008,2008-04-20,19,NA,NA,NA,NA,NA
328,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
328,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
328,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
328,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
328,2018,2018-04-16,15,11.3,15.1,6.7,19,2.9
328,2021,2021-04-09,8,6.7,13.3,0.1,14.4,0.4
328,2022,2022-04-07,6,8.9,15.4,3.2,12.3,0.7
328,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
328,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
329,2008,2008-04-24,23,NA,NA,NA,NA,NA
329,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
329,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
329,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
329,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
329,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
330,2008,2008-04-22,21,NA,NA,NA,NA,NA
331,2008,2008-04-26,25,NA,NA,NA,NA,NA
331,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
331,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
332,2008,2008-04-24,23,NA,NA,NA,NA,NA
332,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
332,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
332,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
332,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
333,2008,2008-04-24,23,NA,NA,NA,NA,NA
333,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
333,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
334,2008,2008-04-22,21,NA,NA,NA,NA,NA
334,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
334,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
334,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
334,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
334,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
334,2021,2021-04-27,26,6.7,13.3,0.1,14.4,0.4
334,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
334,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
334,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
335,2008,2008-04-10,9,NA,NA,NA,NA,NA
335,2011,2011-04-05,4,12.4,18.1,4.8,23.9,0
335,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
336,2008,2008-04-26,25,NA,NA,NA,NA,NA
336,2011,2011-04-15,14,12.4,18.1,4.8,23.9,0
336,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
337,2008,2008-04-24,23,NA,NA,NA,NA,NA
337,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
337,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
337,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
337,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
337,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
338,2008,2008-04-26,25,NA,NA,NA,NA,NA
338,2011,2011-04-15,14,12.4,18.1,4.8,23.9,0
338,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
340,2008,2008-04-22,21,NA,NA,NA,NA,NA
340,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
340,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
341,2008,2008-04-05,4,NA,NA,NA,NA,NA
341,2011,2011-04-06,5,12.4,18.1,4.8,23.9,0
341,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
341,2016,2016-04-25,24,8.7,12.4,2.5,22.5,1.4
341,2017,2017-04-14,13,10,14.4,2.2,25.3,0.1
341,2018,2018-04-24,23,11.3,15.1,6.7,19,2.9
341,2022,2022-04-12,11,8.9,15.4,3.2,12.3,0.7
341,2023,2023-04-19,18,8.8,13.3,2.9,18.2,2.9
341,2024,2024-04-05,4,9.7,13.8,5.6,17.4,1.8
342,2008,2008-04-27,26,NA,NA,NA,NA,NA
342,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
342,2013,2013-04-29,28,8,12.1,2.4,21.8,1.4
343,2008,2008-05-07,36,NA,NA,NA,NA,NA
343,2011,2011-04-16,15,12.4,18.1,4.8,23.9,0
343,2013,2013-05-23,52,8,12.1,2.4,21.8,1.4
344,2008,2008-04-25,24,NA,NA,NA,NA,NA
344,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
344,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
345,2008,2008-04-25,24,NA,NA,NA,NA,NA
345,2009,2009-04-18,17,NA,NA,NA,NA,NA
345,2010,2010-04-23,22,9.7,14.1,1.7,26.2,0.7
345,2011,2011-04-08,7,12.4,18.1,4.8,23.9,0
345,2012,2012-04-04,3,8.1,11.7,2.4,23.8,4
345,2013,2013-04-29,28,8,12.1,2.4,21.8,1.4
345,2015,2015-04-17,16,9.9,15.2,2.6,26.6,0.7
345,2016,2016-04-19,18,8.7,12.4,2.5,22.5,1.4
345,2017,2017-04-10,9,10,14.4,2.2,25.3,0.1
346,2008,2008-04-25,24,NA,NA,NA,NA,NA
346,2011,2011-04-12,11,12.4,18.1,4.8,23.9,0
346,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
346,2016,2016-04-25,24,8.7,12.4,2.5,22.5,1.4
346,2017,2017-04-14,13,10,14.4,2.2,25.3,0.1
346,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
346,2021,2021-05-06,35,6.7,13.3,0.1,14.4,0.4
346,2022,2022-04-08,7,8.9,15.4,3.2,12.3,0.7
346,2023,2023-04-19,18,8.8,13.3,2.9,18.2,2.9
346,2024,2024-04-16,15,9.7,13.8,5.6,17.4,1.8
347,2008,2008-04-25,24,NA,NA,NA,NA,NA
347,2011,2011-04-08,7,12.4,18.1,4.8,23.9,0
347,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
348,2008,2008-04-27,26,NA,NA,NA,NA,NA
348,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
348,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
349,2008,2008-04-25,24,NA,NA,NA,NA,NA
349,2009,2009-04-18,17,NA,NA,NA,NA,NA
349,2010,2010-04-25,24,9.7,14.1,1.7,26.2,0.7
349,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
349,2012,2012-04-16,15,8.1,11.7,2.4,23.8,4
349,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
349,2015,2015-04-17,16,9.9,15.2,2.6,26.6,0.7
349,2016,2016-04-17,16,8.7,12.4,2.5,22.5,1.4
349,2017,2017-04-08,7,10,14.4,2.2,25.3,0.1
349,2018,2018-04-20,19,11.3,15.1,6.7,19,2.9
349,2022,2022-04-29,28,8.9,15.4,3.2,12.3,0.7
349,2023,2023-04-19,18,8.8,13.3,2.9,18.2,2.9
349,2024,2024-04-16,15,9.7,13.8,5.6,17.4,1.8
350,2008,2008-04-27,26,NA,NA,NA,NA,NA
350,2009,2009-04-20,19,NA,NA,NA,NA,NA
350,2010,2010-04-27,26,9.7,14.1,1.7,26.2,0.7
350,2011,2011-04-16,15,12.4,18.1,4.8,23.9,0
350,2012,2012-04-20,19,8.1,11.7,2.4,23.8,4
350,2013,2013-05-05,34,8,12.1,2.4,21.8,1.4
350,2015,2015-04-21,20,9.9,15.2,2.6,26.6,0.7
350,2016,2016-04-17,16,8.7,12.4,2.5,22.5,1.4
350,2017,2017-04-10,9,10,14.4,2.2,25.3,0.1
350,2018,2018-04-24,23,11.3,15.1,6.7,19,2.9
351,2008,2008-04-05,4,NA,NA,NA,NA,NA
351,2011,2011-04-04,3,12.4,18.1,4.8,23.9,0
351,2013,2013-04-29,28,8,12.1,2.4,21.8,1.4
352,2008,2008-04-25,24,NA,NA,NA,NA,NA
352,2009,2009-04-16,15,NA,NA,NA,NA,NA
352,2010,2010-04-21,20,9.7,14.1,1.7,26.2,0.7
352,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
352,2012,2012-03-30,-2,8.1,11.7,2.4,23.8,4
352,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
352,2015,2015-04-21,20,9.9,15.2,2.6,26.6,0.7
352,2016,2016-04-17,16,8.7,12.4,2.5,22.5,1.4
352,2017,2017-04-10,9,10,14.4,2.2,25.3,0.1
352,2018,2018-04-28,27,11.3,15.1,6.7,19,2.9
352,2021,2021-05-06,35,6.7,13.3,0.1,14.4,0.4
352,2022,2022-04-05,4,8.9,15.4,3.2,12.3,0.7
352,2023,2023-04-19,18,8.8,13.3,2.9,18.2,2.9
352,2024,2024-05-02,31,9.7,13.8,5.6,17.4,1.8
353,2008,2008-04-27,26,NA,NA,NA,NA,NA
353,2009,2009-04-16,15,NA,NA,NA,NA,NA
353,2010,2010-04-21,20,9.7,14.1,1.7,26.2,0.7
353,2011,2011-04-08,7,12.4,18.1,4.8,23.9,0
353,2012,2012-04-08,7,8.1,11.7,2.4,23.8,4
353,2015,2015-04-19,18,9.9,15.2,2.6,26.6,0.7
353,2016,2016-04-17,16,8.7,12.4,2.5,22.5,1.4
353,2017,2017-04-14,13,10,14.4,2.2,25.3,0.1
353,2018,2018-04-17,16,11.3,15.1,6.7,19,2.9
353,2021,2021-05-06,35,6.7,13.3,0.1,14.4,0.4
353,2022,2022-04-19,18,8.9,15.4,3.2,12.3,0.7
353,2023,2023-04-19,18,8.8,13.3,2.9,18.2,2.9
353,2024,2024-05-02,31,9.7,13.8,5.6,17.4,1.8
354,2008,2008-04-21,20,NA,NA,NA,NA,NA
354,2011,2011-04-06,5,12.4,18.1,4.8,23.9,0
355,2008,2008-04-27,26,NA,NA,NA,NA,NA
355,2009,2009-04-22,21,NA,NA,NA,NA,NA
355,2010,2010-05-01,30,9.7,14.1,1.7,26.2,0.7
355,2011,2011-04-16,15,12.4,18.1,4.8,23.9,0
355,2012,2012-05-04,33,8.1,11.7,2.4,23.8,4
355,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
355,2015,2015-04-25,24,9.9,15.2,2.6,26.6,0.7
355,2016,2016-04-19,18,8.7,12.4,2.5,22.5,1.4
355,2017,2017-04-14,13,10,14.4,2.2,25.3,0.1
355,2018,2018-04-17,16,11.3,15.1,6.7,19,2.9
355,2021,2021-06-09,69,6.7,13.3,0.1,14.4,0.4
356,2008,2008-04-27,26,NA,NA,NA,NA,NA
356,2009,2009-04-18,17,NA,NA,NA,NA,NA
356,2010,2010-04-29,28,9.7,14.1,1.7,26.2,0.7
356,2011,2011-04-12,11,12.4,18.1,4.8,23.9,0
356,2012,2012-05-04,33,8.1,11.7,2.4,23.8,4
356,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
356,2015,2015-04-27,26,9.9,15.2,2.6,26.6,0.7
356,2016,2016-05-03,32,8.7,12.4,2.5,22.5,1.4
356,2017,2017-05-04,33,10,14.4,2.2,25.3,0.1
356,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
356,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
357,2008,2008-04-27,26,NA,NA,NA,NA,NA
357,2011,2011-04-18,17,12.4,18.1,4.8,23.9,0
357,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
357,2021,2021-06-09,69,6.7,13.3,0.1,14.4,0.4
357,2022,2022-04-19,18,8.9,15.4,3.2,12.3,0.7
358,2008,2008-04-27,26,NA,NA,NA,NA,NA
358,2009,2009-04-26,25,NA,NA,NA,NA,NA
358,2010,2010-04-27,26,9.7,14.1,1.7,26.2,0.7
358,2011,2011-04-20,19,12.4,18.1,4.8,23.9,0
358,2012,2012-04-30,29,8.1,11.7,2.4,23.8,4
358,2013,2013-05-05,34,8,12.1,2.4,21.8,1.4
358,2015,2015-04-21,20,9.9,15.2,2.6,26.6,0.7
358,2016,2016-04-18,17,8.7,12.4,2.5,22.5,1.4
358,2017,2017-04-23,22,10,14.4,2.2,25.3,0.1
358,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
358,2021,2021-06-09,69,6.7,13.3,0.1,14.4,0.4
358,2022,2022-04-19,18,8.9,15.4,3.2,12.3,0.7
359,2008,2008-04-23,22,NA,NA,NA,NA,NA
359,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
359,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
359,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
359,2022,2022-04-08,7,8.9,15.4,3.2,12.3,0.7
359,2024,2024-04-09,8,9.7,13.8,5.6,17.4,1.8
360,2008,2008-04-27,26,NA,NA,NA,NA,NA
360,2011,2011-04-08,7,12.4,18.1,4.8,23.9,0
360,2013,2013-04-25,24,8,12.1,2.4,21.8,1.4
360,2022,2022-04-19,18,8.9,15.4,3.2,12.3,0.7
360,2023,2023-04-14,13,8.8,13.3,2.9,18.2,2.9
360,2024,2024-04-08,7,9.7,13.8,5.6,17.4,1.8
361,2008,2008-04-27,26,NA,NA,NA,NA,NA
361,2011,2011-04-12,11,12.4,18.1,4.8,23.9,0
361,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
361,2018,2018-04-17,16,11.3,15.1,6.7,19,2.9
361,2022,2022-04-19,18,8.9,15.4,3.2,12.3,0.7
361,2024,2024-04-09,8,9.7,13.8,5.6,17.4,1.8
362,2008,2008-05-05,34,NA,NA,NA,NA,NA
362,2011,2011-04-20,19,12.4,18.1,4.8,23.9,0
362,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
363,2008,2008-04-27,26,NA,NA,NA,NA,NA
363,2009,2009-04-22,21,NA,NA,NA,NA,NA
363,2010,2010-05-01,30,9.7,14.1,1.7,26.2,0.7
363,2011,2011-04-14,13,12.4,18.1,4.8,23.9,0
363,2012,2012-04-30,29,8.1,11.7,2.4,23.8,4
363,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
363,2015,2015-04-23,22,9.9,15.2,2.6,26.6,0.7
363,2016,2016-04-18,17,8.7,12.4,2.5,22.5,1.4
363,2017,2017-04-23,22,10,14.4,2.2,25.3,0.1
363,2018,2018-04-28,27,11.3,15.1,6.7,19,2.9
363,2021,2021-06-09,69,6.7,13.3,0.1,14.4,0.4
363,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
363,2024,2024-04-08,7,9.7,13.8,5.6,17.4,1.8
364,2008,2008-04-27,26,NA,NA,NA,NA,NA
364,2009,2009-04-22,21,NA,NA,NA,NA,NA
364,2010,2010-04-25,24,9.7,14.1,1.7,26.2,0.7
