"date","score"
"18/04/2016","1"
"20/04/2016","1"
"24/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","2"
"06/05/2016","3"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"14/04/2016","3"
"18/04/2016","4"
"20/04/2016","4"
"24/04/2016","4"
"28/04/2016","4"
"02/05/2016","4"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"26/05/2016","5"
"13/04/2016","0"
"18/04/2016","2"
"22/04/2016","1"
"24/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","2"
"06/05/2016","2"
"10/05/2016","3"
"13/05/2016","4"
"30/05/2016","5"
"13/04/2016","3"
"18/04/2016","3"
"22/04/2016","3"
"24/04/2016","3"
"28/04/2016","3"
"02/05/2016","4"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"14/04/2016","3"
"18/04/2016","4"
"21/04/2016","4"
"24/04/2016","4"
"28/04/2016","4"
"02/05/2016","4"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"26/05/2016","5"
"14/04/2016","2"
"18/04/2016","4"
"21/04/2016","4"
"24/04/2016","4"
"28/04/2016","4"
"02/05/2016","4"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"26/05/2016","5"
"14/04/2016","1"
"18/04/2016","2"
"20/04/2016","2"
"24/04/2016","2"
"28/04/2016","3"
"02/05/2016","3"
"06/05/2016","5"
"10/05/2016","5"
"13/05/2016","5"
"26/05/2016","5"
"14/04/2016","2"
"18/04/2016","3"
"22/04/2016","3"
"24/04/2016","4"
"28/04/2016","4"
"02/05/2016","4"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"13/04/2016","0"
"18/04/2016","2"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","1"
"06/05/2016","3"
"10/05/2016","4"
"13/05/2016","4"
"26/05/2016","5"
"13/04/2016","0"
"18/04/2016","2"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","1"
"06/05/2016","2"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"13/04/2016","3"
"18/04/2016","3"
"22/04/2016","3"
"24/04/2016","3"
"24/04/2016","3"
"28/04/2016","4"
"02/05/2016","4"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"24/05/2016","5"
"13/04/2016","0"
"18/04/2016","2"
"22/04/2016","1"
"24/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","2"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"13/04/2016","0"
"14/04/2016","1"
"18/04/2016","2"
"22/04/2016","3"
"24/04/2016","3"
"28/04/2016","3"
"02/05/2016","4"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"22/05/2016","5"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","1"
"06/05/2016","1"
"10/05/2016","3"
"13/05/2016","4"
"26/05/2016","5"
"24/04/2016","5"
"28/04/2016","5"
"02/05/2016","5"
"06/05/2016","5"
"10/05/2016","5"
"13/05/2016","5"
"22/05/2016","5"
"24/04/2016","4"
"28/04/2016","4"
"02/05/2016","5"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"22/05/2016","5"
"13/04/2016","0"
"14/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","2"
"24/04/2016","2"
"28/04/2016","1"
"02/05/2016","2"
"06/05/2016","4"
"10/05/2016","5"
"13/05/2016","5"
"22/05/2016","5"
"24/04/2016","4"
"28/04/2016","4"
"02/05/2016","5"
"06/05/2016","5"
"10/05/2016","5"
"13/05/2016","5"
"24/05/2016","5"
"14/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","2"
"28/04/2016","3"
"02/05/2016","4"
"06/05/2016","5"
"10/05/2016","5"
"13/05/2016","5"
"22/05/2016","5"
"14/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","2"
"28/04/2016","2"
"02/05/2016","2"
"06/05/2016","5"
"10/05/2016","5"
"13/05/2016","5"
"22/05/2016","5"
"14/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","2"
"28/04/2016","2"
"02/05/2016","3"
"06/05/2016","4"
"10/05/2016","5"
"13/05/2016","5"
"26/05/2016","5"
"13/04/2016","0"
"18/04/2016","1"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","0"
"06/05/2016","1"
"10/05/2016","4"
"13/05/2016","4"
"26/05/2016","5"
"14/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","3"
"28/04/2016","3"
"02/05/2016","3"
"06/05/2016","4"
"10/05/2016","5"
"13/05/2016","5"
"22/05/2016","5"
"13/04/2016","2"
"14/04/2016","2"
"18/04/2016","3"
"22/04/2016","3"
"24/04/2016","4"
"28/04/2016","4"
"02/05/2016","4"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"26/05/2016","5"
"17/04/2016","1"
"20/04/2016","2"
"23/04/2016","2"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","2"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"17/04/2016","2"
"20/04/2016","3"
"23/04/2016","2"
"25/04/2016","2"
"30/04/2016","2"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"17/04/2016","0"
"20/04/2016","1"
"23/04/2016","1"
"25/04/2016","0"
"30/04/2016","0"
"04/05/2016","0"
"07/05/2016","2"
"09/05/2016","3"
"12/05/2016","4"
"28/05/2016","5"
"25/04/2016","1"
"30/04/2016","2"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"25/04/2016","3"
"30/04/2016","3"
"04/05/2016","4"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"17/04/2016","2"
"20/04/2016","2"
"23/04/2016","1"
"30/04/2016","2"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"17/04/2016","2"
"20/04/2016","2"
"23/04/2016","2"
"25/04/2016","2"
"30/04/2016","3"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"17/04/2016","2"
"20/04/2016","2"
"23/04/2016","2"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","1"
"07/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"17/04/2016","2"
"20/04/2016","2"
"23/04/2016","3"
"25/04/2016","3"
"30/04/2016","3"
"04/05/2016","4"
"07/05/2016","5"
"09/05/2016","5"
"12/05/2016","5"
"26/05/2016","5"
"17/04/2016","1"
"20/04/2016","1"
"23/04/2016","1"
"25/04/2016","1"
"30/04/2016","2"
"04/05/2016","2"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"30/05/2016","5"
"25/04/2016","2"
"30/04/2016","2"
"04/05/2016","2"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"25/04/2016","4"
"30/04/2016","4"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"17/04/2016","2"
"20/04/2016","2"
"23/04/2016","1"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","1"
"07/05/2016","2"
"09/05/2016","3"
"12/05/2016","4"
"30/05/2016","5"
"17/04/2016","0"
"20/04/2016","1"
"23/04/2016","1"
"25/04/2016","2"
"30/04/2016","2"
"04/05/2016","1"
"07/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"02/06/2016","5"
"17/04/2016","2"
"20/04/2016","3"
"23/04/2016","3"
"25/04/2016","3"
"30/04/2016","3"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"30/05/2016","5"
"17/04/2016","0"
"20/04/2016","1"
"23/04/2016","1"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","2"
"07/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"17/04/2016","1"
"20/04/2016","1"
"23/04/2016","1"
"25/04/2016","2"
"30/04/2016","2"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"17/04/2016","1"
"20/04/2016","1"
"23/04/2016","1"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","1"
"07/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"17/04/2016","2"
"20/04/2016","2"
"23/04/2016","1"
"25/04/2016","2"
"30/04/2016","2"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"17/04/2016","1"
"23/04/2016","1"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","2"
"07/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"17/04/2016","1"
"20/04/2016","1"
"23/04/2016","1"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","1"
"07/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"17/04/2016","3"
"20/04/2016","3"
"23/04/2016","3"
"25/04/2016","3"
"30/04/2016","4"
"04/05/2016","4"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"17/04/2016","2"
"20/04/2016","2"
"23/04/2016","1"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","1"
"07/05/2016","3"
"09/05/2016","3"
"12/05/2016","4"
"28/05/2016","5"
"13/04/2016","1"
"18/04/2016","2"
"20/04/2016","2"
"24/04/2016","2"
"28/04/2016","2"
"02/05/2016","3"
"06/05/2016","5"
"10/05/2016","5"
"13/05/2016","5"
"24/05/2016","5"
"18/04/2016","2"
"20/04/2016","2"
"24/04/2016","2"
"28/04/2016","3"
"02/05/2016","3"
"06/05/2016","5"
"10/05/2016","5"
"13/05/2016","5"
"26/05/2016","5"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","2"
"07/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"16/04/2016","0"
"18/04/2016","2"
"22/04/2016","1"
"26/04/2016","0"
"29/04/2016","1"
"03/05/2016","2"
"07/05/2016","3"
"09/05/2016","3"
"12/05/2016","4"
"30/05/2016","5"
"17/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"26/04/2016","2"
"29/04/2016","2"
"03/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"30/05/2016","5"
"16/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"26/04/2016","1"
"29/04/2016","1"
"03/05/2016","1"
"07/05/2016","2"
"09/05/2016","3"
"12/05/2016","4"
"30/05/2016","5"
"14/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"26/04/2016","2"
"29/04/2016","3"
"03/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"13/04/2016","0"
"18/04/2016","1"
"22/04/2016","0"
"24/04/2016","0"
"24/04/2016","0"
"28/04/2016","0"
"02/05/2016","0"
"06/05/2016","2"
"10/05/2016","4"
"13/05/2016","4"
"28/05/2016","5"
"13/04/2016","0"
"18/04/2016","1"
"22/04/2016","1"
"24/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","2"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"13/04/2016","0"
"18/04/2016","1"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","1"
"06/05/2016","1"
"10/05/2016","4"
"13/05/2016","4"
"02/06/2016","5"
"14/04/2016","2"
"18/04/2016","3"
"22/04/2016","3"
"24/04/2016","3"
"28/04/2016","4"
"02/05/2016","4"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"13/04/2016","0"
"18/04/2016","2"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","2"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"18/04/2016","2"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","1"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"26/05/2016","5"
"13/04/2016","0"
"18/04/2016","1"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","1"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"28/05/2016","5"
"13/04/2016","0"
"18/04/2016","1"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","1"
"06/05/2016","3"
"10/05/2016","4"
"13/05/2016","4"
"26/05/2016","5"
"13/04/2016","0"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","3"
"28/04/2016","3"
"02/05/2016","3"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"28/05/2016","5"
"14/04/2016","1"
"18/04/2016","1"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","1"
"06/05/2016","2"
"10/05/2016","4"
"13/05/2016","4"
"26/05/2016","5"
"13/04/2016","0"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","2"
"28/04/2016","2"
"02/05/2016","2"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"28/05/2016","5"
"24/04/2016","2"
"28/04/2016","2"
"02/05/2016","2"
"06/05/2016","4"
"10/05/2016","5"
"13/05/2016","5"
"30/05/2016","5"
"13/04/2016","0"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","2"
"28/04/2016","2"
"02/05/2016","2"
"06/05/2016","5"
"10/05/2016","5"
"13/05/2016","5"
"24/05/2016","5"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","3"
"06/05/2016","3"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"15/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","2"
"15/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","2"
"13/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","3"
"28/04/2016","3"
"02/05/2016","3"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"13/04/2016","1"
"18/04/2016","1"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","3"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"13/04/2016","0"
"18/04/2016","1"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","1"
"06/05/2016","2"
"10/05/2016","4"
"13/05/2016","4"
"28/05/2016","5"
"13/04/2016","1"
"18/04/2016","2"
"22/04/2016","2"
"24/04/2016","2"
"28/04/2016","2"
"02/05/2016","2"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"28/05/2016","5"
"24/04/2016","3"
"28/04/2016","4"
"02/05/2016","5"
"06/05/2016","5"
"10/05/2016","5"
"13/05/2016","5"
"22/05/2016","5"
"18/04/2016","1"
"22/04/2016","1"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","2"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"24/04/2016","1"
"28/04/2016","1"
"02/05/2016","1"
"06/05/2016","1"
"10/05/2016","3"
"13/05/2016","4"
"30/05/2016","5"
"17/04/2016","2"
"20/04/2016","4"
"23/04/2016","3"
"25/04/2016","3"
"30/04/2016","3"
"04/05/2016","4"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"17/04/2016","2"
"20/04/2016","2"
"23/04/2016","2"
"25/04/2016","2"
"30/04/2016","3"
"04/05/2016","4"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"17/04/2016","2"
"20/04/2016","3"
"23/04/2016","2"
"25/04/2016","2"
"30/04/2016","3"
"04/05/2016","4"
"07/05/2016","5"
"09/05/2016","5"
"12/05/2016","5"
"26/05/2016","5"
"25/04/2016","2"
"30/04/2016","3"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"25/04/2016","4"
"30/04/2016","4"
"04/05/2016","4"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","2"
"07/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","1"
"07/05/2016","3"
"09/05/2016","3"
"12/05/2016","4"
"28/05/2016","5"
"25/04/2016","3"
"30/04/2016","3"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","1"
"07/05/2016","2"
"09/05/2016","3"
"12/05/2016","4"
"26/05/2016","5"
"25/04/2016","1"
"30/04/2016","2"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"25/04/2016","3"
"30/04/2016","3"
"04/05/2016","4"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"25/04/2016","1"
"30/04/2016","1"
"04/05/2016","2"
"07/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"27/04/2016","3"
"01/05/2016","3"
"05/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"27/04/2016","3"
"01/05/2016","3"
"05/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"16/04/2016","2"
"19/04/2016","2"
"22/04/2016","2"
"27/04/2016","3"
"01/05/2016","3"
"05/05/2016","4"
"09/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"27/04/2016","2"
"01/05/2016","3"
"05/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"19/04/2016","2"
"23/04/2016","2"
"27/04/2016","2"
"01/05/2016","2"
"05/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"30/05/2016","5"
"09/05/2016","4"
"12/05/2016","4"
"02/06/2016","5"
"25/04/2016","1"
"30/04/2016","2"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"25/04/2016","1"
"30/04/2016","2"
"04/05/2016","4"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"16/04/2016","1"
"23/04/2016","1"
"27/04/2016","2"
"01/05/2016","2"
"05/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"02/06/2016","5"
"16/04/2016","1"
"19/04/2016","1"
"23/04/2016","0"
"27/04/2016","0"
"01/05/2016","1"
"05/05/2016","0"
"09/05/2016","2"
"12/05/2016","4"
"30/05/2016","5"
"19/04/2016","2"
"23/04/2016","1"
"27/04/2016","1"
"01/05/2016","1"
"05/05/2016","2"
"09/05/2016","4"
"12/05/2016","4"
"30/05/2016","5"
"27/04/2016","1"
"09/05/2016","3"
"12/05/2016","4"
"30/05/2016","5"
"27/04/2016","1"
"01/05/2016","1"
"05/05/2016","1"
"09/05/2016","3"
"12/05/2016","4"
"30/05/2016","5"
"23/04/2016","0"
"27/04/2016","0"
"01/05/2016","1"
"05/05/2016","1"
"09/05/2016","3"
"12/05/2016","4"
"02/06/2016","5"
"16/04/2016","1"
"19/04/2016","2"
"23/04/2016","2"
"27/04/2016","2"
"01/05/2016","3"
"05/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"16/04/2016","2"
"19/04/2016","2"
"23/04/2016","2"
"27/04/2016","2"
"01/05/2016","3"
"05/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"30/05/2016","5"
"16/04/2016","1"
"19/04/2016","2"
"22/04/2016","2"
"27/04/2016","2"
"05/05/2016","3"
"09/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"12/05/2016","4"
"26/05/2016","5"
"16/04/2016","2"
"19/04/2016","2"
"22/04/2016","2"
"27/04/2016","2"
"01/05/2016","2"
"05/05/2016","4"
"09/05/2016","5"
"12/05/2016","5"
"16/04/2016","3"
"19/04/2016","3"
"22/04/2016","3"
"27/04/2016","4"
"01/05/2016","4"
"05/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"30/05/2016","5"
"16/04/2016","4"
"19/04/2016","4"
"22/04/2016","4"
"27/04/2016","4"
"01/05/2016","4"
"05/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"27/04/2016","3"
"01/05/2016","3"
"05/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"16/04/2016","1"
"19/04/2016","2"
"22/04/2016","1"
"27/04/2016","1"
"01/05/2016","1"
"05/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"30/05/2016","5"
"16/04/2016","1"
"19/04/2016","1"
"22/04/2016","1"
"27/04/2016","1"
"01/05/2016","1"
"05/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"30/05/2016","5"
"16/04/2016","2"
"19/04/2016","3"
"23/04/2016","2"
"27/04/2016","3"
"01/05/2016","3"
"05/05/2016","4"
"09/05/2016","5"
"12/05/2016","5"
"26/05/2016","5"
"01/05/2016","4"
"05/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"16/04/2016","1"
"19/04/2016","2"
"23/04/2016","2"
"27/04/2016","2"
"01/05/2016","3"
"05/05/2016","3"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"16/04/2016","2"
"19/04/2016","2"
"22/04/2016","3"
"27/04/2016","3"
"01/05/2016","3"
"05/05/2016","5"
"09/05/2016","5"
"12/05/2016","5"
"24/05/2016","5"
"27/04/2016","3"
"01/05/2016","4"
"05/05/2016","5"
"09/05/2016","5"
"12/05/2016","5"
"28/05/2016","5"
"27/04/2016","1"
"01/05/2016","1"
"05/05/2016","1"
"09/05/2016","3"
"13/05/2016","4"
"30/05/2016","5"
"27/04/2016","4"
"01/05/2016","4"
"05/05/2016","4"
"09/05/2016","4"
"13/05/2016","4"
"28/05/2016","5"
"27/04/2016","1"
"01/05/2016","1"
"05/05/2016","2"
"09/05/2016","4"
"13/05/2016","4"
"02/06/2016","5"
"27/04/2016","1"
"01/05/2016","2"
"05/05/2016","3"
"09/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"27/04/2016","3"
"01/05/2016","3"
"05/05/2016","5"
"09/05/2016","5"
"13/05/2016","5"
"26/05/2016","5"
"27/04/2016","1"
"01/05/2016","1"
"05/05/2016","2"
"09/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"05/05/2016","4"
"09/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"27/04/2016","4"
"01/05/2016","4"
"05/05/2016","4"
"09/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"17/04/2016","2"
"20/04/2016","3"
"23/04/2016","3"
"25/04/2016","3"
"30/04/2016","3"
"04/05/2016","4"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"17/04/2016","2"
"20/04/2016","3"
"23/04/2016","2"
"25/04/2016","2"
"30/04/2016","3"
"04/05/2016","3"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"28/05/2016","5"
"26/05/2016","5"
"26/04/2016","3"
"30/04/2016","4"
"04/05/2016","4"
"08/05/2016","4"
"11/05/2016","4"
"28/05/2016","5"
"26/04/2016","3"
"30/04/2016","3"
"04/05/2016","4"
"08/05/2016","4"
"11/05/2016","4"
"28/05/2016","5"
"25/04/2016","5"
"28/04/2016","5"
"03/05/2016","5"
"07/05/2016","5"
"09/05/2016","5"
"13/05/2016","5"
"30/05/2016","5"
"26/04/2016","3"
"30/04/2016","3"
"04/05/2016","4"
"08/05/2016","4"
"11/05/2016","4"
"28/05/2016","5"
"26/04/2016","3"
"30/04/2016","3"
"04/05/2016","4"
"08/05/2016","4"
"11/05/2016","4"
"28/05/2016","5"
"26/04/2016","4"
"30/04/2016","4"
"04/05/2016","4"
"08/05/2016","4"
"11/05/2016","4"
"26/05/2016","5"
"26/04/2016","4"
"30/04/2016","4"
"04/05/2016","4"
"08/05/2016","4"
"11/05/2016","4"
"26/05/2016","5"
"26/04/2016","4"
"30/04/2016","4"
"04/05/2016","4"
"08/05/2016","4"
"11/05/2016","4"
"28/05/2016","5"
"26/04/2016","3"
"30/04/2016","3"
"04/05/2016","5"
"08/05/2016","5"
"11/05/2016","5"
"28/05/2016","5"
"27/04/2016","3"
"01/05/2016","4"
"05/05/2016","4"
"09/05/2016","4"
"13/05/2016","4"
"28/05/2016","5"
"24/04/2016","2"
"28/04/2016","2"
"02/05/2016","2"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"28/05/2016","5"
"24/04/2016","3"
"28/04/2016","4"
"02/05/2016","4"
"06/05/2016","4"
"10/05/2016","4"
"13/05/2016","4"
"26/05/2016","5"
"27/04/2016","4"
"01/05/2016","4"
"05/05/2016","4"
"09/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"27/04/2016","2"
"01/05/2016","3"
"05/05/2016","3"
"09/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"26/04/2016","3"
"28/04/2016","3"
"05/05/2016","4"
"08/05/2016","5"
"11/05/2016","5"
"28/05/2016","5"
"27/04/2016","1"
"01/05/2016","1"
"05/05/2016","2"
"09/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"28/04/2016","4"
"05/05/2016","4"
"08/05/2016","4"
"11/05/2016","4"
"26/05/2016","5"
"26/04/2016","1"
"30/04/2016","1"
"04/05/2016","3"
"07/05/2016","3"
"09/05/2016","4"
"11/05/2016","4"
"28/05/2016","5"
"26/04/2016","3"
"30/04/2016","4"
"04/05/2016","4"
"08/05/2016","4"
"11/05/2016","4"
"27/04/2016","3"
"01/05/2016","3"
"05/05/2016","4"
"09/05/2016","4"
"13/05/2016","4"
"30/05/2016","5"
"16/04/2016","2"
"19/04/2016","2"
"22/04/2016","2"
"17/04/2016","2"
"20/04/2016","3"
"23/04/2016","3"
"25/04/2016","3"
"30/04/2016","3"
"04/05/2016","4"
"07/05/2016","4"
"09/05/2016","4"
"12/05/2016","4"
"30/05/2016","5"
"27/04/2016","3"
"01/05/2016","3"
"05/05/2016","4"
"09/05/2016","4"
"13/05/2016","4"
"28/05/2016","5"
"28/04/2016","3"
"28/04/2016","5"
"05/05/2016","4"
"05/05/2016","5"
"08/05/2016","4"
"08/05/2016","5"
"11/05/2016","4"
"11/05/2016","5"
"24/05/2016","5"
"24/05/2016","5"
"28/05/2016","5"
"19/05/2015","5"
"19/05/2015","5"
"19/05/2015","5"
"19/05/2015","5"
"19/05/2015","6"
"19/05/2015","5"
"19/05/2015","6"
"19/05/2015","6"
"20/05/2015","5"
"20/05/2015","5"
"20/05/2015","5"
"20/05/2015","5"
"20/05/2015","6"
"20/05/2015","5"
"20/05/2015","6"
"20/05/2015","5"
"20/05/2015","5"
"20/05/2015","6"
"20/05/2015","6"
"20/05/2015","5"
"20/05/2015","3"
