"TreeID","Year","first_stage2_date","Julian_Day"
384,2008,2008-04-25,116
385,2008,2008-04-21,112
385,2011,2011-04-06,96
385,2013,2013-05-01,121
386,2008,2008-04-25,116
386,2011,2011-04-10,100
386,2013,2013-05-03,123
387,2008,2008-04-25,116
387,2011,2011-04-12,102
387,2013,2013-05-05,125
387,2018,2018-04-21,111
387,2022,2022-04-05,95
387,2024,2024-04-09,100
388,2008,2008-04-25,116
388,2011,2011-04-30,120
389,2008,2008-04-21,112
389,2011,2011-04-10,100
389,2013,2013-05-01,121
389,2016,2016-04-25,116
389,2017,2017-04-14,104
389,2018,2018-04-21,111
389,2021,2021-04-28,118
389,2022,2022-04-12,102
389,2023,2023-04-26,116
389,2024,2024-04-09,100
390,2008,2008-04-25,116
390,2011,2011-04-08,98
390,2013,2013-05-03,123
391,2008,2008-04-27,118
391,2011,2011-04-12,102
391,2013,2013-05-05,125
392,2008,2008-04-27,118
392,2011,2011-04-10,100
392,2013,2013-05-01,121
393,2008,2008-04-27,118
393,2011,2011-04-12,102
393,2013,2013-05-05,125
394,2008,2008-04-25,116
394,2011,2011-04-08,98
394,2013,2013-05-05,125
394,2023,2023-04-26,116
394,2024,2024-04-09,100
395,2008,2008-04-27,118
395,2011,2011-04-18,108
395,2013,2013-05-07,127
396,2008,2008-04-27,118
396,2011,2011-04-18,108
396,2013,2013-05-07,127
396,2024,2024-04-09,100
397,2008,2008-04-25,116
397,2011,2011-04-12,102
397,2013,2013-05-03,123
398,2008,2008-04-27,118
398,2011,2011-04-10,100
398,2013,2013-05-05,125
399,2008,2008-04-25,116
399,2011,2011-04-12,102
399,2013,2013-05-05,125
400,2008,2008-04-25,116
400,2011,2011-04-12,102
400,2013,2013-05-05,125
400,2018,2018-04-21,111
400,2022,2022-04-12,102
401,2008,2008-04-25,116
401,2011,2011-04-10,100
401,2013,2013-05-03,123
401,2018,2018-04-21,111
401,2022,2022-04-12,102
401,2024,2024-04-09,100
402,2008,2008-04-27,118
402,2011,2011-04-30,120
403,2008,2008-04-25,116
403,2011,2011-04-10,100
403,2013,2013-05-05,125
404,2008,2008-04-25,116
404,2011,2011-04-10,100
404,2013,2013-05-05,125
404,2018,2018-04-21,111
404,2022,2022-04-12,102
404,2024,2024-04-09,100
405,2008,2008-04-21,112
405,2011,2011-04-08,98
405,2013,2013-05-03,123
406,2008,2008-04-23,114
406,2011,2011-04-10,100
406,2013,2013-05-01,121
407,2008,2008-05-07,128
407,2011,2011-04-20,110
407,2013,2013-05-05,125
408,2008,2008-04-27,118
408,2011,2011-04-12,102
408,2013,2013-05-05,125
409,2008,2008-04-27,118
409,2011,2011-04-14,104
409,2013,2013-05-07,127
410,2008,2008-04-21,112
410,2011,2011-04-08,98
410,2013,2013-05-01,121
410,2018,2018-04-21,111
410,2021,2021-04-28,118
410,2022,2022-04-19,109
410,2023,2023-04-26,116
411,2008,2008-05-07,128
411,2011,2011-04-10,100
412,2008,2008-04-25,116
414,2008,2008-04-29,120
414,2011,2011-04-20,110
415,2008,2008-04-29,120
415,2011,2011-04-12,102
415,2013,2013-05-07,127
416,2008,2008-04-25,116
416,2011,2011-04-12,102
416,2013,2013-05-05,125
417,2008,2008-04-27,118
417,2011,2011-04-12,102
417,2013,2013-05-05,125
417,2018,2018-04-21,111
417,2022,2022-04-19,109
417,2024,2024-04-11,102
418,2008,2008-04-21,112
418,2011,2011-04-08,98
418,2013,2013-05-01,121
418,2018,2018-04-17,107
418,2022,2022-04-08,98
419,2008,2008-04-27,118
419,2011,2011-04-10,100
419,2013,2013-05-05,125
419,2023,2023-04-26,116
419,2024,2024-04-11,102
420,2008,2008-04-27,118
420,2011,2011-04-10,100
420,2013,2013-05-05,125
420,2016,2016-04-25,116
420,2017,2017-04-14,104
420,2018,2018-04-17,107
420,2021,2021-05-06,126
420,2022,2022-04-19,109
420,2023,2023-04-26,116
420,2024,2024-04-11,102
421,2008,2008-04-25,116
421,2013,2013-05-01,121
422,2008,2008-04-25,116
422,2011,2011-04-16,106
422,2013,2013-05-05,125
423,2008,2008-04-23,114
423,2011,2011-04-08,98
423,2013,2013-05-01,121
424,2008,2008-04-21,112
424,2011,2011-04-10,100
424,2013,2013-04-27,117
424,2016,2016-04-25,116
424,2017,2017-04-14,104
424,2018,2018-04-17,107
424,2022,2022-04-08,98
424,2023,2023-04-26,116
424,2024,2024-04-11,102
425,2008,2008-04-27,118
425,2011,2011-04-12,102
426,2008,2008-04-21,112
426,2011,2011-04-08,98
426,2013,2013-05-01,121
427,2008,2008-04-25,116
427,2011,2011-04-10,100
427,2013,2013-05-03,123
427,2018,2018-04-17,107
427,2021,2021-05-06,126
427,2022,2022-04-12,102
427,2023,2023-04-26,116
427,2024,2024-04-11,102
428,2008,2008-04-25,116
428,2011,2011-04-10,100
428,2013,2013-05-05,125
429,2008,2008-04-09,100
429,2011,2011-04-06,96
429,2013,2013-04-27,117
430,2008,2008-04-21,112
430,2011,2011-04-08,98
430,2013,2013-04-25,115
431,2008,2008-04-21,112
431,2011,2011-04-06,96
431,2013,2013-04-27,117
431,2018,2018-04-11,101
431,2022,2022-04-12,102
431,2024,2024-04-11,102
432,2008,2008-04-21,112
432,2011,2011-04-08,98
432,2013,2013-04-27,117
433,2008,2008-04-27,118
433,2011,2011-04-10,100
433,2013,2013-05-03,123
433,2018,2018-04-17,107
433,2022,2022-04-19,109
433,2024,2024-04-11,102
434,2008,2008-04-25,116
434,2011,2011-04-10,100
434,2013,2013-05-01,121
434,2023,2023-04-26,116
434,2024,2024-04-11,102
435,2008,2008-04-21,112
435,2011,2011-04-08,98
435,2013,2013-05-01,121
435,2018,2018-04-21,111
435,2021,2021-04-22,112
435,2022,2022-04-12,102
435,2023,2023-04-26,116
436,2008,2008-04-27,118
436,2009,2009-04-16,106
436,2010,2010-04-25,115
436,2011,2011-04-10,100
436,2012,2012-04-06,97
436,2013,2013-05-01,121
436,2015,2015-04-25,115
436,2016,2016-04-18,109
436,2017,2017-04-14,104
436,2018,2018-04-21,111
436,2021,2021-05-06,126
436,2022,2022-04-19,109
436,2024,2024-04-11,102
437,2008,2008-04-27,118
437,2011,2011-04-08,98
437,2013,2013-05-03,123
438,2008,2008-04-21,112
438,2011,2011-04-08,98
438,2013,2013-05-03,123
439,2008,2008-04-25,116
439,2011,2011-04-12,102
439,2013,2013-05-01,121
439,2023,2023-04-26,116
440,2008,2008-04-21,112
440,2011,2011-04-08,98
440,2013,2013-05-01,121
440,2018,2018-04-21,111
440,2021,2021-04-22,112
440,2022,2022-04-12,102
440,2023,2023-04-26,116
440,2024,2024-04-11,102
441,2008,2008-04-21,112
441,2011,2011-04-08,98
441,2013,2013-05-05,125
441,2018,2018-04-21,111
441,2022,2022-04-08,98
441,2024,2024-04-11,102
442,2008,2008-05-01,122
442,2009,2009-04-28,118
442,2010,2010-05-11,131
442,2015,2015-04-21,111
443,2008,2008-04-25,116
443,2011,2011-04-10,100
443,2013,2013-05-01,121
444,2008,2008-04-27,118
444,2009,2009-04-16,106
444,2010,2010-05-01,121
444,2011,2011-04-10,100
444,2012,2012-04-04,95
444,2013,2013-05-05,125
444,2015,2015-04-17,107
444,2016,2016-04-18,109
444,2017,2017-04-08,98
444,2018,2018-04-17,107
444,2021,2021-05-06,126
444,2022,2022-04-19,109
444,2024,2024-04-11,102
445,2008,2008-04-25,116
445,2009,2009-04-18,108
445,2010,2010-04-25,115
445,2011,2011-04-10,100
445,2012,2012-03-30,90
445,2013,2013-04-29,119
445,2015,2015-04-17,107
445,2016,2016-04-13,104
445,2017,2017-04-08,98
445,2018,2018-04-24,114
445,2021,2021-05-06,126
445,2022,2022-04-19,109
445,2023,2023-04-26,116
445,2024,2024-04-11,102
446,2008,2008-04-27,118
446,2011,2011-04-14,104
446,2013,2013-04-29,119
447,2008,2008-04-21,112
447,2011,2011-04-08,98
447,2013,2013-04-27,117
447,2022,2022-04-08,98
447,2023,2023-04-26,116
447,2024,2024-04-11,102
452,2008,2008-04-28,119
452,2011,2011-04-11,101
452,2013,2013-04-28,118
453,2008,2008-04-04,95
453,2011,2011-04-05,95
453,2013,2013-04-28,118
453,2016,2016-04-30,121
453,2017,2017-04-15,105
453,2018,2018-04-16,106
454,2008,2008-04-16,107
454,2011,2011-04-09,99
454,2013,2013-05-02,122
454,2016,2016-04-30,121
454,2017,2017-04-15,105
454,2018,2018-04-16,106
455,2008,2008-04-18,109
455,2011,2011-04-09,99
455,2013,2013-05-24,144
458,2008,2008-04-12,103
458,2011,2011-04-09,99
458,2013,2013-05-02,122
460,2008,2008-04-14,105
460,2009,2009-04-10,100
460,2010,2010-04-21,111
460,2011,2011-04-07,97
460,2012,2012-04-14,105
460,2013,2013-04-28,118
460,2015,2015-04-18,108
460,2016,2016-04-13,104
460,2017,2017-04-07,97
460,2018,2018-04-16,106
461,2008,2008-04-24,115
461,2011,2011-04-09,99
461,2013,2013-04-30,120
462,2008,2008-04-18,109
462,2011,2011-04-09,99
462,2013,2013-04-28,118
464,2008,2008-04-14,105
464,2011,2011-04-07,97
464,2013,2013-04-28,118
465,2008,2008-04-26,117
465,2009,2009-04-10,100
465,2010,2010-04-19,109
465,2011,2011-04-09,99
465,2012,2012-04-02,93
465,2013,2013-04-30,120
465,2015,2015-04-18,108
465,2016,2016-04-18,109
465,2017,2017-04-11,101
465,2018,2018-04-19,109
466,2008,2008-04-14,105
466,2011,2011-04-09,99
466,2013,2013-04-26,116
467,2008,2008-04-24,115
467,2011,2011-04-09,99
467,2013,2013-05-02,122
468,2008,2008-04-26,117
468,2009,2009-04-16,106
468,2010,2010-04-27,117
468,2011,2011-04-11,101
468,2012,2012-04-18,109
468,2013,2013-05-06,126
468,2015,2015-04-26,116
468,2016,2016-05-08,129
468,2017,2017-04-27,117
468,2018,2018-04-19,109
469,2008,2008-05-04,125
469,2009,2009-04-28,118
469,2010,2010-04-29,119
469,2012,2012-04-30,121
469,2015,2015-04-20,110
470,2008,2008-04-22,113
470,2011,2011-04-11,101
470,2013,2013-04-30,120
470,2016,2016-04-30,121
470,2018,2018-04-16,106
471,2008,2008-04-22,113
471,2011,2011-04-11,101
471,2013,2013-04-28,118
471,2016,2016-04-26,117
471,2017,2017-04-15,105
472,2008,2008-04-24,115
472,2011,2011-04-17,107
472,2013,2013-05-08,128
473,2008,2008-04-04,95
473,2009,2009-04-04,94
473,2010,2010-04-19,109
473,2011,2011-04-09,99
473,2012,2012-04-14,105
473,2013,2013-04-30,120
473,2015,2015-04-24,114
473,2016,2016-04-18,109
473,2017,2017-04-18,108
473,2018,2018-04-23,113
474,2013,2013-05-02,122
475,2008,2008-04-24,115
475,2011,2011-04-11,101
475,2013,2013-05-02,122
476,2008,2008-04-12,103
476,2009,2009-04-08,98
476,2010,2010-04-19,109
476,2011,2011-04-07,97
476,2012,2012-04-02,93
476,2013,2013-04-30,120
476,2015,2015-04-13,103
476,2016,2016-04-13,104
476,2017,2017-04-07,97
476,2018,2018-04-19,109
477,2009,2009-04-10,100
477,2010,2010-04-19,109
477,2011,2011-04-09,99
477,2015,2015-04-13,103
477,2016,2016-04-13,104
477,2017,2017-04-13,103
477,2018,2018-04-23,113
479,2008,2008-05-02,123
479,2011,2011-04-13,103
479,2013,2013-05-06,126
480,2008,2008-04-07,98
480,2011,2011-04-07,97
480,2013,2013-04-30,120
480,2016,2016-04-26,117
480,2018,2018-04-19,109
481,2008,2008-04-18,109
481,2011,2011-04-07,97
481,2013,2013-05-02,122
481,2016,2016-04-28,119
481,2017,2017-04-15,105
481,2018,2018-04-16,106
482,2008,2008-04-10,101
482,2011,2011-04-07,97
482,2013,2013-05-04,124
482,2016,2016-04-28,119
482,2017,2017-04-15,105
482,2018,2018-04-16,106
483,2008,2008-04-16,107
483,2011,2011-04-07,97
483,2013,2013-05-02,122
483,2016,2016-04-28,119
483,2017,2017-04-15,105
483,2018,2018-04-16,106
484,2008,2008-05-02,123
484,2011,2011-04-21,111
484,2013,2013-05-08,128
485,2008,2008-04-28,119
485,2011,2011-04-07,97
485,2013,2013-04-30,120
485,2016,2016-05-04,125
485,2017,2017-04-15,105
485,2018,2018-04-19,109
487,2008,2008-04-20,111
487,2011,2011-04-09,99
487,2013,2013-04-26,116
488,2008,2008-04-26,117
488,2011,2011-04-09,99
488,2013,2013-04-26,116
489,2008,2008-04-28,119
489,2011,2011-04-15,105
489,2013,2013-04-30,120
490,2008,2008-04-24,115
490,2011,2011-04-09,99
491,2008,2008-04-24,115
491,2011,2011-04-09,99
491,2013,2013-04-28,118
492,2008,2008-04-26,117
492,2011,2011-04-19,109
492,2013,2013-05-06,126
493,2016,2016-04-30,121
493,2017,2017-04-15,105
493,2018,2018-04-23,113
495,2008,2008-04-30,121
495,2011,2011-04-15,105
495,2013,2013-05-08,128
497,2008,2008-04-04,95
497,2011,2011-04-05,95
497,2013,2013-04-26,116
498,2008,2008-04-24,115
498,2011,2011-04-09,99
498,2013,2013-05-02,122
499,2008,2008-04-18,109
499,2011,2011-04-09,99
499,2013,2013-04-30,120
500,2008,2008-04-18,109
500,2011,2011-04-09,99
500,2013,2013-04-30,120
501,2008,2008-04-07,98
501,2011,2011-04-07,97
501,2013,2013-04-26,116
503,2008,2008-04-12,103
503,2011,2011-04-07,97
503,2013,2013-05-08,128
505,2008,2008-04-30,121
505,2011,2011-04-09,99
505,2013,2013-05-02,122
506,2008,2008-04-16,107
506,2011,2011-04-09,99
506,2013,2013-04-30,120
508,2008,2008-04-20,111
508,2011,2011-04-09,99
508,2013,2013-04-28,118
509,2008,2008-04-07,98
509,2011,2011-04-05,95
509,2013,2013-04-28,118
510,2008,2008-04-22,113
510,2011,2011-04-09,99
510,2013,2013-04-30,120
510,2016,2016-04-26,117
510,2017,2017-04-15,105
510,2018,2018-04-19,109
511,2008,2008-04-22,113
511,2011,2011-04-07,97
511,2013,2013-04-30,120
511,2016,2016-04-30,121
511,2017,2017-04-15,105
511,2018,2018-04-19,109
512,2008,2008-04-10,101
512,2011,2011-04-07,97
512,2013,2013-04-28,118
513,2008,2008-04-26,117
513,2011,2011-04-13,103
514,2008,2008-04-24,115
514,2011,2011-04-09,99
514,2013,2013-04-30,120
514,2016,2016-04-26,117
514,2017,2017-04-15,105
514,2018,2018-04-19,109
515,2008,2008-04-08,99
515,2011,2011-04-09,99
515,2013,2013-04-26,116
515,2016,2016-04-26,117
515,2017,2017-04-15,105
515,2018,2018-04-19,109
516,2008,2008-04-26,117
516,2011,2011-04-07,97
516,2013,2013-04-26,116
517,2008,2008-04-26,117
517,2011,2011-04-13,103
517,2013,2013-05-06,126
518,2008,2008-04-24,115
518,2011,2011-04-15,105
518,2013,2013-04-30,120
519,2008,2008-04-24,115
519,2011,2011-04-09,99
519,2013,2013-05-02,122
520,2008,2008-04-04,95
520,2011,2011-04-05,95
520,2013,2013-04-28,118
520,2016,2016-04-26,117
520,2017,2017-04-15,105
520,2018,2018-04-16,106
520,2021,2021-04-21,111
520,2022,2022-04-04,94
520,2023,2023-04-18,108
520,2024,2024-04-12,103
521,2008,2008-04-06,97
521,2011,2011-04-05,95
521,2013,2013-04-26,116
522,2008,2008-04-06,97
522,2011,2011-04-09,99
522,2013,2013-04-28,118
522,2022,2022-04-04,94
522,2023,2023-04-18,108
522,2024,2024-04-12,103
523,2008,2008-04-10,101
523,2011,2011-04-07,97
523,2013,2013-04-28,118
523,2024,2024-05-02,123
524,2008,2008-04-06,97
524,2011,2011-04-07,97
524,2013,2013-04-28,118
524,2022,2022-05-31,151
525,2008,2008-04-10,101
525,2011,2011-04-09,99
525,2013,2013-04-28,118
525,2016,2016-04-26,117
525,2017,2017-04-15,105
525,2018,2018-04-16,106
525,2022,2022-04-07,97
525,2023,2023-04-18,108
525,2024,2024-04-12,103
526,2008,2008-04-26,117
526,2011,2011-04-13,103
526,2013,2013-05-02,122
527,2008,2008-04-14,105
527,2011,2011-04-07,97
527,2013,2013-04-28,118
528,2008,2008-04-14,105
528,2011,2011-04-09,99
528,2013,2013-04-30,120
529,2008,2008-04-28,119
529,2011,2011-04-11,101
529,2013,2013-05-06,126
530,2008,2008-04-16,107
530,2011,2011-04-09,99
530,2013,2013-04-30,120
531,2008,2008-04-22,113
531,2011,2011-04-07,97
531,2013,2013-05-04,124
531,2016,2016-04-26,117
531,2017,2017-04-15,105
531,2018,2018-04-19,109
532,2008,2008-04-26,117
532,2011,2011-04-15,105
532,2013,2013-05-06,126
533,2008,2008-04-26,117
533,2011,2011-04-11,101
533,2013,2013-05-08,128
534,2008,2008-04-24,115
534,2011,2011-04-09,99
534,2013,2013-05-02,122
535,2008,2008-04-28,119
535,2011,2011-04-09,99
535,2013,2013-05-02,122
535,2022,2022-04-25,115
535,2024,2024-04-12,103
536,2008,2008-04-16,107
536,2011,2011-04-07,97
536,2013,2013-04-26,116
536,2016,2016-04-26,117
536,2017,2017-04-15,105
536,2018,2018-04-23,113
536,2021,2021-04-21,111
536,2022,2022-04-04,94
536,2023,2023-04-18,108
536,2024,2024-04-12,103
537,2008,2008-04-30,121
537,2011,2011-04-15,105
537,2013,2013-05-08,128
538,2008,2008-05-02,123
538,2011,2011-04-17,107
538,2013,2013-05-06,126
539,2008,2008-04-26,117
539,2011,2011-04-15,105
539,2013,2013-05-04,124
540,2008,2008-04-26,117
540,2011,2011-04-09,99
540,2013,2013-05-08,128
541,2008,2008-04-24,115
541,2011,2011-04-13,103
541,2013,2013-04-30,120
541,2016,2016-04-26,117
541,2017,2017-04-15,105
541,2018,2018-04-23,113
541,2021,2021-04-27,117
541,2022,2022-04-25,115
541,2023,2023-04-18,108
541,2024,2024-04-12,103
542,2008,2008-04-28,119
542,2011,2011-04-13,103
542,2013,2013-05-06,126
543,2008,2008-04-10,101
543,2011,2011-04-05,95
543,2013,2013-04-28,118
544,2008,2008-04-26,117
544,2011,2011-04-15,105
544,2013,2013-05-06,126
545,2008,2008-04-30,121
545,2011,2011-04-15,105
545,2013,2013-05-08,128
546,2008,2008-04-26,117
546,2011,2011-04-19,109
546,2013,2013-05-08,128
546,2016,2016-05-04,125
546,2017,2017-04-22,112
546,2018,2018-04-24,114
546,2022,2022-04-25,115
547,2008,2008-04-28,119
547,2011,2011-04-15,105
547,2013,2013-05-08,128
547,2018,2018-04-24,114
547,2021,2021-06-08,159
547,2022,2022-04-25,115
548,2008,2008-05-04,125
548,2011,2011-04-19,109
548,2013,2013-05-06,126
548,2022,2022-05-31,151
549,2008,2008-04-26,117
549,2009,2009-04-22,112
549,2010,2010-05-03,123
549,2011,2011-04-17,107
549,2012,2012-05-12,133
549,2013,2013-05-08,128
549,2015,2015-04-26,116
549,2016,2016-04-26,117
549,2017,2017-04-25,115
549,2018,2018-04-19,109
549,2021,2021-05-20,140
549,2022,2022-04-07,97
549,2024,2024-04-12,103
550,2008,2008-04-28,119
550,2011,2011-04-15,105
550,2013,2013-05-02,122
550,2024,2024-04-12,103
551,2008,2008-04-26,117
551,2011,2011-04-11,101
551,2013,2013-05-02,122
551,2016,2016-04-30,121
551,2017,2017-04-15,105
551,2018,2018-04-19,109
551,2021,2021-04-27,117
551,2022,2022-04-07,97
551,2023,2023-04-26,116
551,2024,2024-04-12,103
552,2008,2008-04-24,115
552,2011,2011-04-11,101
552,2013,2013-05-02,122
553,2008,2008-04-22,113
554,2008,2008-04-30,121
554,2011,2011-04-15,105
554,2013,2013-05-08,128
555,2008,2008-04-30,121
555,2011,2011-04-15,105
555,2013,2013-05-08,128
555,2024,2024-04-12,103
556,2008,2008-04-28,119
556,2011,2011-04-19,109
556,2013,2013-05-06,126
557,2008,2008-04-28,119
557,2011,2011-04-25,115
557,2013,2013-05-06,126
558,2008,2008-04-26,117
558,2011,2011-04-09,99
558,2013,2013-05-04,124
559,2008,2008-04-26,117
559,2009,2009-04-18,108
559,2010,2010-04-27,117
559,2011,2011-04-09,99
559,2012,2012-04-20,111
559,2013,2013-05-04,124
559,2015,2015-04-18,108
559,2016,2016-04-13,104
559,2017,2017-04-11,101
559,2018,2018-04-19,109
559,2021,2021-04-27,117
559,2022,2022-04-22,112
559,2023,2023-04-18,108
559,2024,2024-04-12,103
560,2008,2008-04-26,117
560,2011,2011-04-09,99
560,2013,2013-05-02,122
561,2008,2008-04-24,115
561,2011,2011-04-11,101
561,2013,2013-05-02,122
562,2008,2008-04-26,117
562,2011,2011-04-15,105
562,2013,2013-05-06,126
563,2008,2008-04-26,117
563,2011,2011-04-23,113
563,2013,2013-05-10,130
564,2008,2008-04-22,113
564,2009,2009-04-16,106
564,2010,2010-04-27,117
564,2011,2011-04-09,99
564,2012,2012-04-18,109
564,2013,2013-05-02,122
564,2015,2015-04-18,108
564,2016,2016-04-13,104
564,2017,2017-04-10,100
564,2018,2018-04-19,109
564,2021,2021-04-27,117
564,2022,2022-04-11,101
564,2023,2023-04-26,116
564,2024,2024-04-12,103
565,2008,2008-04-26,117
565,2011,2011-04-09,99
565,2013,2013-04-30,120
566,2008,2008-05-10,131
566,2011,2011-04-21,111
567,2008,2008-04-26,117
567,2011,2011-04-19,109
567,2013,2013-05-06,126
568,2008,2008-04-26,117
568,2011,2011-04-13,103
568,2013,2013-05-02,122
569,2008,2008-04-30,121
569,2011,2011-04-15,105
569,2013,2013-05-16,136
570,2008,2008-04-26,117
570,2011,2011-04-07,97
570,2013,2013-04-30,120
571,2008,2008-04-06,97
571,2011,2011-04-05,95
571,2013,2013-04-28,118
572,2008,2008-04-04,95
572,2009,2009-04-04,94
572,2010,2010-04-17,107
572,2011,2011-04-09,99
572,2012,2012-03-30,90
572,2013,2013-04-30,120
572,2015,2015-04-13,103
572,2016,2016-04-13,104
572,2017,2017-04-07,97
572,2018,2018-04-16,106
572,2022,2022-04-22,112
572,2023,2023-04-18,108
572,2024,2024-04-12,103
573,2008,2008-04-22,113
573,2011,2011-04-07,97
573,2013,2013-05-04,124
573,2016,2016-05-04,125
573,2017,2017-04-18,108
573,2018,2018-04-21,111
573,2021,2021-05-20,140
573,2022,2022-04-11,101
573,2023,2023-04-26,116
573,2024,2024-04-12,103
574,2008,2008-04-04,95
574,2011,2011-04-07,97
574,2013,2013-04-26,116
575,2008,2008-04-16,107
575,2011,2011-04-07,97
575,2013,2013-04-30,120
576,2008,2008-04-06,97
576,2011,2011-04-07,97
576,2013,2013-04-26,116
576,2016,2016-04-26,117
576,2017,2017-04-18,108
576,2018,2018-04-16,106
576,2021,2021-04-27,117
576,2022,2022-04-11,101
576,2023,2023-04-18,108
576,2024,2024-04-12,103
577,2008,2008-04-22,113
577,2011,2011-04-07,97
577,2013,2013-04-30,120
577,2016,2016-04-26,117
577,2017,2017-04-18,108
577,2018,2018-04-21,111
577,2021,2021-04-27,117
577,2022,2022-04-11,101
577,2023,2023-04-18,108
577,2024,2024-04-12,103
578,2008,2008-04-12,103
578,2011,2011-04-05,95
578,2013,2013-04-28,118
578,2018,2018-04-16,106
578,2022,2022-04-22,112
578,2024,2024-04-30,121
579,2008,2008-04-24,115
579,2009,2009-04-16,106
579,2010,2010-04-23,113
579,2011,2011-04-07,97
579,2012,2012-04-20,111
579,2013,2013-05-04,124
579,2015,2015-04-18,108
579,2016,2016-04-17,108
579,2017,2017-04-11,101
579,2018,2018-04-21,111
579,2021,2021-05-20,140
579,2022,2022-04-28,118
579,2023,2023-04-18,108
579,2024,2024-04-12,103
580,2008,2008-04-28,119
580,2009,2009-04-18,108
580,2010,2010-04-27,117
580,2011,2011-04-13,103
580,2012,2012-04-16,107
580,2013,2013-05-06,126
580,2015,2015-04-20,110
580,2016,2016-04-17,108
580,2017,2017-04-13,103
580,2018,2018-04-21,111
580,2021,2021-05-17,137
580,2022,2022-04-28,118
581,2008,2008-05-04,125
581,2009,2009-04-26,116
581,2010,2010-04-27,117
581,2011,2011-04-15,105
581,2012,2012-05-10,131
581,2013,2013-05-08,128
581,2015,2015-04-22,112
581,2016,2016-04-23,114
581,2017,2017-04-13,103
581,2018,2018-04-21,111
581,2021,2021-05-03,123
581,2022,2022-04-28,118
582,2008,2008-04-10,101
582,2009,2009-04-04,94
582,2010,2010-04-17,107
582,2011,2011-04-05,95
582,2012,2012-04-02,93
582,2013,2013-04-28,118
582,2015,2015-04-18,108
582,2016,2016-04-17,108
582,2017,2017-04-07,97
582,2018,2018-04-21,111
582,2021,2021-05-03,123
582,2022,2022-04-28,118
582,2023,2023-04-18,108
582,2024,2024-04-12,103
583,2008,2008-04-26,117
583,2011,2011-04-11,101
583,2013,2013-05-04,124
583,2016,2016-04-26,117
583,2017,2017-04-22,112
583,2018,2018-04-24,114
583,2023,2023-04-18,108
583,2024,2024-04-10,101
584,2008,2008-04-24,115
584,2011,2011-04-07,97
584,2013,2013-05-02,122
584,2016,2016-04-26,117
584,2017,2017-04-18,108
584,2018,2018-04-24,114
584,2021,2021-05-03,123
584,2022,2022-04-25,115
584,2023,2023-04-18,108
584,2024,2024-04-10,101
585,2008,2008-04-22,113
585,2011,2011-04-11,101
585,2013,2013-04-30,120
585,2016,2016-04-26,117
585,2017,2017-04-18,108
585,2018,2018-04-21,111
585,2021,2021-05-17,137
585,2022,2022-04-25,115
585,2024,2024-04-10,101
586,2008,2008-04-30,121
586,2011,2011-04-11,101
586,2013,2013-05-06,126
587,2008,2008-04-26,117
587,2011,2011-04-11,101
587,2013,2013-05-06,126
588,2008,2008-04-26,117
588,2011,2011-04-15,105
588,2013,2013-05-06,126
588,2016,2016-04-30,121
588,2017,2017-04-18,108
588,2018,2018-04-21,111
588,2021,2021-05-17,137
588,2022,2022-04-20,110
588,2024,2024-04-30,121
589,2008,2008-04-26,117
589,2011,2011-04-11,101
590,2008,2008-04-24,115
590,2011,2011-04-11,101
590,2013,2013-05-02,122
590,2023,2023-04-18,108
590,2024,2024-04-30,121
591,2008,2008-05-06,127
591,2011,2011-04-19,109
591,2013,2013-05-08,128
592,2008,2008-04-26,117
592,2011,2011-04-15,105
592,2013,2013-05-06,126
592,2016,2016-05-07,128
592,2017,2017-04-18,108
592,2018,2018-04-21,111
592,2022,2022-04-20,110
592,2024,2024-04-10,101
593,2008,2008-04-22,113
593,2011,2011-04-11,101
593,2013,2013-05-06,126
593,2022,2022-04-19,109
593,2024,2024-05-02,123
594,2008,2008-05-06,127
594,2011,2011-04-17,107
594,2013,2013-05-10,130
595,2008,2008-05-06,127
595,2011,2011-04-21,111
595,2013,2013-05-16,136
596,2008,2008-05-06,127
596,2011,2011-04-19,109
596,2013,2013-05-12,132
596,2018,2018-04-24,114
596,2021,2021-06-08,159
596,2022,2022-04-22,112
596,2024,2024-04-10,101
597,2008,2008-04-26,117
597,2011,2011-04-11,101
597,2013,2013-04-30,120
598,2008,2008-04-22,113
598,2011,2011-04-07,97
598,2013,2013-04-30,120
599,2008,2008-04-18,109
599,2011,2011-04-11,101
599,2013,2013-04-30,120
600,2008,2008-04-24,115
600,2009,2009-04-16,106
600,2010,2010-04-25,115
600,2011,2011-04-11,101
600,2012,2012-04-18,109
600,2013,2013-05-04,124
600,2015,2015-04-18,108
600,2016,2016-04-17,108
600,2017,2017-04-10,100
600,2018,2018-04-21,111
600,2021,2021-05-17,137
600,2022,2022-04-20,110
600,2024,2024-04-10,101
601,2008,2008-04-26,117
601,2009,2009-04-18,108
601,2010,2010-04-27,117
601,2011,2011-04-09,99
601,2012,2012-04-20,111
601,2013,2013-05-06,126
601,2015,2015-04-20,110
601,2016,2016-05-04,125
601,2017,2017-04-07,97
601,2018,2018-04-21,111
601,2021,2021-05-17,137
601,2022,2022-04-20,110
601,2024,2024-04-10,101
602,2008,2008-04-04,95
602,2009,2009-04-08,98
602,2010,2010-04-19,109
602,2011,2011-04-07,97
602,2012,2012-03-28,88
602,2013,2013-04-30,120
602,2015,2015-04-18,108
602,2016,2016-04-17,108
602,2017,2017-04-07,97
602,2018,2018-04-21,111
