,Station,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,n_images
11,49,Capreolus capreolus,24/11/2025 04:20,24/11/2025,04:20:23,82272,1371.2,22.9,1,../output/camera/everyones_Species/Capreolus capreolus,Images__2025-11-24__04-20-23(1).JPG,3
12,49,Columba palumbus,13/11/2025 12:42,13/11/2025,12:42:58,0,0,0,0,../output/camera/everyones_Species/Columba palumbus,camera_15_49_2025__2025-11-13__12-42-58(1).JPG,3
13,49,Homo sapien,08/10/2025 11:01,08/10/2025,11:01:47,0,0,0,0,../output/camera/everyones_Species/Homo sapien,Images__2025-10-08__11-01-47(1).JPG,12
14,49,Homo sapien,24/11/2025 11:08,24/11/2025,11:08:41,4061214,67686.9,1128.1,47,../output/camera/everyones_Species/Homo sapien,Images__2025-11-24__11-08-41(1).JPG,15
15,49,Muntiacus reevesi,23/10/2025 18:09,23/10/2025,18:09:10,0,0,0,0,../output/camera/everyones_Species/Muntiacus reevesi,Images__2025-10-23__18-09-10(1).JPG,3
16,49,Muntiacus reevesi,30/10/2025 01:46,30/10/2025,01:46:10,545820,9097,151.6,6.3,../output/camera/everyones_Species/Muntiacus reevesi,Images__2025-10-30__01-46-10(1).JPG,3
17,49,Muntiacus reevesi,31/10/2025 00:15,31/10/2025,00:15:41,80971,1349.5,22.5,0.9,../output/camera/everyones_Species/Muntiacus reevesi,Images__2025-10-31__00-15-41(1).JPG,3
18,49,Muntiacus reevesi,04/11/2025 17:29,04/11/2025,17:29:55,407654,6794.2,113.2,4.7,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-04__17-29-55(1).JPG,3
19,49,Muntiacus reevesi,04/11/2025 22:57,04/11/2025,22:57:46,19671,327.9,5.5,0.2,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-04__22-57-46(1).JPG,3
20,49,Muntiacus reevesi,05/11/2025 00:26,05/11/2025,00:26:57,5351,89.2,1.5,0.1,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-05__00-26-57(1).JPG,3
21,49,Muntiacus reevesi,05/11/2025 02:25,05/11/2025,02:25:21,7104,118.4,2,0.1,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-05__02-25-21(1).JPG,3
22,49,Muntiacus reevesi,05/11/2025 03:21,05/11/2025,03:21:54,3393,56.5,0.9,0,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-05__03-21-54(1).JPG,3
23,49,Muntiacus reevesi,05/11/2025 23:08,05/11/2025,23:08:58,71224,1187.1,19.8,0.8,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-05__23-08-58(1).JPG,3
24,49,Muntiacus reevesi,10/11/2025 22:48,10/11/2025,22:48:04,430746,7179.1,119.7,5,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-10__22-48-04(1).JPG,6
25,49,Muntiacus reevesi,12/11/2025 04:32,12/11/2025,04:32:41,107077,1784.6,29.7,1.2,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-12__04-32-41(1).JPG,3
26,49,Muntiacus reevesi,15/11/2025 00:59,15/11/2025,00:59:00,246379,4106.3,68.4,2.9,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-15__00-59-00(1).JPG,3
27,49,Muntiacus reevesi,15/11/2025 03:20,15/11/2025,03:20:32,8492,141.5,2.4,0.1,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-15__03-20-32(1).JPG,6
28,49,Muntiacus reevesi,18/11/2025 07:27,18/11/2025,07:27:54,274042,4567.4,76.1,3.2,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-18__07-27-54(1).JPG,3
29,49,Muntiacus reevesi,19/11/2025 02:15,19/11/2025,02:15:41,67667,1127.8,18.8,0.8,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-19__02-15-41(1).JPG,3
30,49,Muntiacus reevesi,20/11/2025 21:37,20/11/2025,21:37:52,156131,2602.2,43.4,1.8,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-20__21-37-52(1).JPG,6
31,49,Muntiacus reevesi,21/11/2025 23:57,21/11/2025,23:57:03,94751,1579.2,26.3,1.1,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-21__23-57-03(1).JPG,3
32,49,Muntiacus reevesi,23/11/2025 05:29,23/11/2025,05:29:11,106328,1772.1,29.5,1.2,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-23__05-29-11(1).JPG,3
33,49,Muntiacus reevesi,24/11/2025 04:20,24/11/2025,04:20:23,82272,1371.2,22.9,1,../output/camera/everyones_Species/Muntiacus reevesi,camera_15_49_2025__2025-11-24__04-20-23(1).JPG,3
34,49,Sciurus carolinensis,10/10/2025 13:03,10/10/2025,13:03:46,0,0,0,0,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-10-10__13-03-46(1).JPG,3
35,49,Sciurus carolinensis,11/10/2025 09:32,11/10/2025,09:32:53,73747,1229.1,20.5,0.9,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-10-11__09-32-53(1).JPG,3
36,49,Sciurus carolinensis,12/10/2025 09:07,12/10/2025,09:07:30,84877,1414.6,23.6,1,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-10-12__09-07-30(1).JPG,3
37,49,Sciurus carolinensis,12/10/2025 17:09,12/10/2025,17:09:21,28911,481.9,8,0.3,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-10-12__17-09-21(1).JPG,3
38,49,Sciurus carolinensis,13/10/2025 09:06,13/10/2025,09:06:49,57448,957.5,16,0.7,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-10-13__09-06-49(1).JPG,3
39,49,Sciurus carolinensis,13/10/2025 16:23,13/10/2025,16:23:07,26178,436.3,7.3,0.3,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-10-13__16-23-07(2).JPG,2
40,49,Sciurus carolinensis,23/10/2025 18:09,23/10/2025,18:09:10,870363,14506,241.8,10.1,../output/camera/everyones_Species/Sciurus carolinensis,Images__2025-10-23__18-09-10(1).JPG,3
41,49,Sciurus carolinensis,30/10/2025 01:46,30/10/2025,01:46:10,545820,9097,151.6,6.3,../output/camera/everyones_Species/Sciurus carolinensis,Images__2025-10-30__01-46-10(1).JPG,3
42,49,Sciurus carolinensis,31/10/2025 00:15,31/10/2025,00:15:41,80971,1349.5,22.5,0.9,../output/camera/everyones_Species/Sciurus carolinensis,Images__2025-10-31__00-15-41(1).JPG,3
43,49,Sciurus carolinensis,02/11/2025 11:00,02/11/2025,11:00:34,211493,3524.9,58.7,2.4,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-11-02__11-00-34(1).JPG,3
44,49,Sciurus carolinensis,06/11/2025 16:46,06/11/2025,16:46:20,366346,6105.8,101.8,4.2,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-11-06__16-46-20(1).JPG,6
45,49,Sciurus carolinensis,07/11/2025 10:02,07/11/2025,10:02:21,62161,1036,17.3,0.7,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-11-07__10-02-21(1).JPG,9
46,49,Sciurus carolinensis,09/11/2025 09:30,09/11/2025,09:30:27,170886,2848.1,47.5,2,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-11-09__09-30-27(1).JPG,3
47,49,Sciurus carolinensis,13/11/2025 09:43,13/11/2025,09:43:17,346370,5772.8,96.2,4,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-11-13__09-43-17(1).JPG,6
48,49,Sciurus carolinensis,13/11/2025 13:13,13/11/2025,13:13:42,12625,210.4,3.5,0.1,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-11-13__13-13-42(1).JPG,3
49,49,Sciurus carolinensis,15/11/2025 11:13,15/11/2025,11:13:04,165562,2759.4,46,1.9,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-11-15__11-13-04(1).JPG,3
50,49,Sciurus carolinensis,15/11/2025 13:12,15/11/2025,13:12:00,7136,118.9,2,0.1,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-11-15__13-12-00(1).JPG,3
51,49,Sciurus carolinensis,21/11/2025 23:57,21/11/2025,23:57:03,557103,9285,154.8,6.4,../output/camera/everyones_Species/Sciurus carolinensis,Images__2025-11-21__23-57-03(1).JPG,3
52,49,Sciurus carolinensis,23/11/2025 10:28,23/11/2025,10:28:10,124267,2071.1,34.5,1.4,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-11-23__10-28-10(1).JPG,3
53,49,Sciurus carolinensis,24/11/2025 08:28,24/11/2025,08:28:03,79193,1319.9,22,0.9,../output/camera/everyones_Species/Sciurus carolinensis,camera_15_49_2025__2025-11-24__08-28-03(1).JPG,9
54,49,Vulpes vulpes,09/10/2025 08:01,09/10/2025,08:01:28,0,0,0,0,../output/camera/everyones_Species/Vulpes vulpes,camera_15_49_2025__2025-10-09__08-01-28(1).JPG,3
